"Description","Elevation","Latitude","Longitude"
"Garda_trk 618",64.2,45.869681,10.873606
"Garda_trk 619",64.1,45.869684,10.873556
"Garda_trk 620",64.0,45.86968,10.873527
"Garda_trk 621",63.9,45.869679,10.873482
"Garda_trk 622",63.8,45.869696,10.873417
"Garda_trk 623",63.6,45.869823,10.873151
"Garda_trk 624",63.5,45.869833,10.873113
"Garda_trk 625",63.4,45.869839,10.873067
"Garda_trk 626",63.3,45.869872,10.872989
"Garda_trk 627",63.2,45.869946,10.872862
"Garda_trk 628",63.3,45.869998,10.872761
"Garda_trk 629",62.9,45.870581,10.871824
"Garda_trk 630",63.0,45.870622,10.871771
"Garda_trk 631",63.0,45.870645,10.871716
"Garda_trk 632",63.1,45.870701,10.871778
"Garda_trk 633",63.1,45.870752,10.871698
"Garda_trk 634",63.4,45.870909,10.871792
"Garda_trk 635",63.5,45.871026,10.871483
"Garda_trk 636",63.5,45.870996,10.871443
"Garda_trk 637",63.2,45.870873,10.871362
"Garda_trk 638",63.1,45.87084,10.871326
"Garda_trk 639",63.0,45.870823,10.871287
"Garda_trk 640",63.0,45.870827,10.871235
"Garda_trk 641",62.9,45.870831,10.871174
"Garda_trk 642",62.9,45.870836,10.871132
"Garda_trk 643",62.8,45.87086,10.871078
"Garda_trk 644",62.9,45.870985,10.87094
"Garda_trk 645",62.8,45.871071,10.870831
"Garda_trk 646",62.8,45.871112,10.8708
"Garda_trk 647",62.8,45.871181,10.870758
"Garda_trk 648",62.7,45.871509,10.870437
"Garda_trk 649",62.7,45.871561,10.870357
"Garda_trk 650",62.8,45.871612,10.870269
"Garda_trk 651",62.9,45.871688,10.870216
"Garda_trk 652",63.0,45.871751,10.870194
"Garda_trk 653",63.2,45.871841,10.870121
"Garda_trk 654",63.2,45.871911,10.870045
"Garda_trk 655",63.3,45.871986,10.869979
"Garda_trk 656",63.3,45.872013,10.86993
"Garda_trk 657",63.3,45.872021,10.869884
"Garda_trk 658",63.2,45.872051,10.869831
"Garda_trk 659",63.2,45.872085,10.869781
"Garda_trk 660",63.3,45.872132,10.869698
"Garda_trk 661",63.3,45.872154,10.869607
"Garda_trk 662",63.3,45.8722,10.869506
"Garda_trk 663",63.3,45.872248,10.86936
"Garda_trk 664",63.4,45.872315,10.869183
"Garda_trk 665",63.3,45.872333,10.869111
"Garda_trk 666",63.4,45.872365,10.869043
"Garda_trk 667",63.4,45.872399,10.868953
"Garda_trk 668",63.3,45.872419,10.868864
"Garda_trk 669",63.3,45.872422,10.868793
"Garda_trk 670",63.4,45.872445,10.868719
"Garda_trk 671",63.5,45.872469,10.868654
"Garda_trk 672",63.7,45.872482,10.868597
"Garda_trk 673",63.8,45.872479,10.868533
"Garda_trk 674",63.8,45.872456,10.86849
"Garda_trk 675",63.7,45.872427,10.86845
"Garda_trk 676",63.7,45.872412,10.86841
"Garda_trk 677",63.8,45.872423,10.868352
"Garda_trk 678",64.0,45.872444,10.868321
"Garda_trk 679",64.2,45.872471,10.868297
"Garda_trk 680",64.4,45.872486,10.868228
"Garda_trk 681",64.5,45.872495,10.868154
"Garda_trk 682",64.7,45.872502,10.868066
"Garda_trk 683",64.9,45.872505,10.867994
"Garda_trk 684",64.9,45.872491,10.867926
"Garda_trk 685",64.6,45.872481,10.867821
"Garda_trk 686",64.3,45.872468,10.867741
"Garda_trk 687",64.0,45.872458,10.86767
"Garda_trk 688",63.9,45.872459,10.867605
"Garda_trk 689",63.8,45.872479,10.867548
"Garda_trk 690",63.8,45.872503,10.867509
"Garda_trk 691",63.8,45.872527,10.867492
"Garda_trk 692",64.2,45.872579,10.867534
"Garda_trk 693",66.4,45.872759,10.867813
"Garda_trk 694",67.2,45.872881,10.868075
"Garda_trk 695",66.3,45.872976,10.868349
"Garda_trk 696",65.7,45.873027,10.868505
"Garda_trk 697",65.6,45.873044,10.868532
"Garda_trk 698",65.5,45.873087,10.86851
"Garda_trk 699",65.4,45.873355,10.868371
"Garda_trk 700",65.0,45.873584,10.868248
"Garda_trk 701",64.8,45.873708,10.868159
"Garda_trk 702",65.0,45.873696,10.868083
"Garda_trk 703",64.8,45.87371,10.868154
"Garda_trk 704",65.3,45.873672,10.867914
"Garda_trk 705",65.1,45.873666,10.867843
"Garda_trk 706",64.6,45.873642,10.867657
"Garda_trk 707",64.1,45.873629,10.867454
"Garda_trk 708",63.9,45.873642,10.867388
"Garda_trk 709",63.7,45.873692,10.867365
"Garda_trk 710",63.6,45.87377,10.867339
"Garda_trk 711",63.0,45.873959,10.867102
"Garda_trk 712",62.9,45.874276,10.866962
"Garda_trk 713",62.9,45.874384,10.866979
"Garda_trk 714",63.0,45.874481,10.867085
"Garda_trk 715",63.0,45.874561,10.867152
"Garda_trk 716",63.0,45.874609,10.867158
"Garda_trk 717",63.0,45.874837,10.867076
"Garda_trk 718",63.0,45.874906,10.867053
"Garda_trk 719",63.0,45.87494,10.867054
"Garda_trk 720",63.0,45.874978,10.86707
"Garda_trk 721",63.0,45.874993,10.867083
"Garda_trk 722",63.0,45.875004,10.867112
"Garda_trk 723",63.0,45.875021,10.867151
"Garda_trk 724",63.0,45.875039,10.867178
"Garda_trk 725",63.0,45.87507,10.867174
"Garda_trk 726",63.0,45.875096,10.86715
"Garda_trk 727",63.0,45.875123,10.86712
"Garda_trk 728",63.0,45.875151,10.867096
"Garda_trk 729",63.0,45.875378,10.86712
"Garda_trk 730",63.2,45.875444,10.867113
"Garda_trk 731",64.3,45.875599,10.866969
"Garda_trk 732",65.1,45.875792,10.866768
"Garda_trk 733",65.2,45.876094,10.866405
"Garda_trk 734",64.9,45.876296,10.866167
"Garda_trk 735",65.2,45.876526,10.865904
"Garda_trk 736",65.4,45.87671,10.865639
"Garda_trk 737",65.6,45.876849,10.865373
"Garda_trk 738",67.2,45.87702,10.864889
"Garda_trk 739",67.8,45.877078,10.864731
"Garda_trk 740",72.3,45.87715,10.864566
"Garda_trk 741",72.5,45.877151,10.864556
"Garda_trk 742",73.8,45.877162,10.864507
"Garda_trk 743",75.0,45.877077,10.864046
"Garda_trk 744",77.4,45.876999,10.86374
"Garda_trk 745",79.9,45.876891,10.863347
"Garda_trk 746",80.6,45.876812,10.863069
"Garda_trk 747",81.2,45.876785,10.862924
"Garda_trk 748",81.3,45.876759,10.862664
"Garda_trk 749",79.6,45.876698,10.861954
"Garda_trk 750",76.5,45.876678,10.861706
"Garda_trk 751",74.4,45.876651,10.861575
"Garda_trk 752",71.4,45.876623,10.861311
"Garda_trk 753",71.2,45.876604,10.861017
"Garda_trk 754",72.0,45.876604,10.860764
"Garda_trk 755",72.0,45.876587,10.860606
"Garda_trk 756",71.4,45.876545,10.860299
"Garda_trk 757",70.1,45.876443,10.859844
"Garda_trk 758",69.6,45.876378,10.859533
"Garda_trk 759",67.3,45.876333,10.859305
"Garda_trk 760",65.5,45.876315,10.859101
"Garda_trk 761",64.5,45.876332,10.858917
"Garda_trk 762",63.8,45.876366,10.858732
"Garda_trk 763",64.2,45.876407,10.8586
"Garda_trk 764",64.6,45.876474,10.858421
"Garda_trk 765",65.0,45.876589,10.858159
"Garda_trk 766",64.6,45.876643,10.857973
"Garda_trk 767",64.5,45.876743,10.857738
"Garda_trk 768",64.4,45.876786,10.857665
"Garda_trk 769",64.3,45.876894,10.857492
"Garda_trk 770",64.1,45.876958,10.857384
"Garda_trk 771",64.0,45.877041,10.857323
"Garda_trk 772",64.1,45.877109,10.857295
"Garda_trk 773",64.2,45.877212,10.857262
"Garda_trk 774",64.6,45.877308,10.85731
"Garda_trk 775",65.6,45.877478,10.857418
"Garda_trk 776",67.2,45.877773,10.857613
"Garda_trk 777",67.3,45.877816,10.857607
"Garda_trk 778",66.7,45.878111,10.857493
"Garda_trk 779",65.3,45.878576,10.857315
"Garda_trk 780",64.8,45.878689,10.857226
"Garda_trk 781",64.1,45.878703,10.857098
"Garda_trk 782",64.1,45.878688,10.856943
"Garda_trk 783",64.1,45.878633,10.856535
"Garda_trk 784",64.3,45.878552,10.856113
"Garda_trk 785",64.5,45.878544,10.855838
"Garda_trk 786",64.6,45.878603,10.855726
"Garda_trk 787",64.9,45.878676,10.85546
"Garda_trk 788",64.3,45.87879,10.855168
"Garda_trk 789",63.8,45.878853,10.854972
"Garda_trk 790",63.8,45.878881,10.854924
"Garda_trk 791",63.9,45.878911,10.854918
"Garda_trk 792",63.8,45.878923,10.854872
"Garda_trk 793",63.6,45.878924,10.854817
"Garda_trk 794",63.4,45.878906,10.854778
"Garda_trk 795",63.2,45.878941,10.854683
"Garda_trk 796",63.7,45.87911,10.854074
"Garda_trk 797",63.8,45.879117,10.853993
"Garda_trk 798",63.8,45.879123,10.8539
"Garda_trk 799",64.0,45.879157,10.853811
"Garda_trk 800",64.1,45.879183,10.853778
"Garda_trk 801",64.2,45.879204,10.853762
"Garda_trk 802",64.3,45.879242,10.853713
"Garda_trk 803",64.4,45.879275,10.853613
"Garda_trk 804",64.5,45.879317,10.853477
"Garda_trk 805",64.5,45.879327,10.853377
"Garda_trk 806",64.4,45.879321,10.853284
"Garda_trk 807",64.3,45.879316,10.853212
"Garda_trk 808",64.2,45.879322,10.853106
"Garda_trk 809",64.3,45.879362,10.853025
"Garda_trk 810",64.3,45.879429,10.852882
"Garda_trk 811",63.5,45.87963,10.852481
"Garda_trk 812",62.6,45.87978,10.852133
"Garda_trk 813",62.7,45.879979,10.851663
"Garda_trk 814",62.7,45.880064,10.851441
"Garda_trk 815",62.5,45.880059,10.851202
"Garda_trk 816",62.3,45.880139,10.850741
"Garda_trk 817",62.1,45.880197,10.850485
"Garda_trk 818",62.0,45.880302,10.850302
"Garda_trk 819",62.0,45.880403,10.850166
"Garda_trk 820",62.3,45.880561,10.849926
"Garda_trk 821",62.5,45.880656,10.849789
"Garda_trk 822",62.7,45.880758,10.849728
"Garda_trk 823",62.9,45.880839,10.849759
"Garda_trk 824",63.1,45.880955,10.849814
"Garda_trk 825",63.3,45.881028,10.849815
"Garda_trk 826",63.4,45.88108,10.849767
"Garda_trk 827",63.7,45.881153,10.849676
"Garda_trk 828",63.9,45.881206,10.84957
"Garda_trk 829",63.9,45.881229,10.849503
"Garda_trk 830",64.0,45.881272,10.849431
"Garda_trk 831",64.1,45.881304,10.849397
"Garda_trk 832",64.6,45.881389,10.849313
"Garda_trk 833",64.7,45.881425,10.849259
"Garda_trk 834",64.9,45.881458,10.849172
"Garda_trk 835",65.1,45.881493,10.849112
"Garda_trk 836",65.2,45.881523,10.849084
"Garda_trk 837",65.3,45.881542,10.849025
"Garda_trk 838",65.3,45.881544,10.848952
"Garda_trk 839",65.1,45.881534,10.848878
"Garda_trk 840",65.0,45.88152,10.848794
"Garda_trk 841",64.9,45.88151,10.848727
"Garda_trk 842",64.9,45.881507,10.84865
"Garda_trk 843",65.0,45.881501,10.848538
"Garda_trk 844",65.1,45.881504,10.848444
"Garda_trk 845",65.3,45.881529,10.848342
"Garda_trk 846",65.6,45.881563,10.848234
"Garda_trk 847",65.9,45.881593,10.848123
"Garda_trk 848",66.2,45.88162,10.847949
"Garda_trk 849",66.3,45.881648,10.84774
"Garda_trk 850",66.4,45.881672,10.847611
"Garda_trk 851",66.4,45.881685,10.847469
"Garda_trk 852",66.3,45.881682,10.847307
"Garda_trk 853",66.2,45.881685,10.847173
"Garda_trk 854",66.0,45.881695,10.846991
"Garda_trk 855",65.5,45.881674,10.846831
"Garda_trk 856",65.0,45.881657,10.84668
"Garda_trk 857",64.3,45.881617,10.846518
"Garda_trk 858",64.0,45.881591,10.846426
"Garda_trk 859",63.9,45.881605,10.846366
"Garda_trk 860",64.1,45.881656,10.846315
"Garda_trk 861",64.6,45.881751,10.846304
"Garda_trk 862",65.1,45.881847,10.846318
"Garda_trk 863",65.5,45.881917,10.846339
"Garda_trk 864",66.2,45.881978,10.846418
"Garda_trk 865",66.7,45.882016,10.846484
"Garda_trk 866",67.0,45.882044,10.846512
"Garda_trk 867",67.3,45.88209,10.846515
"Garda_trk 868",67.3,45.882196,10.846505
"Garda_trk 869",67.5,45.882265,10.846521
"Garda_trk 870",67.7,45.882306,10.846572
"Garda_trk 871",68.0,45.882336,10.846662
"Garda_trk 872",68.6,45.882387,10.846853
"Garda_trk 873",68.8,45.882437,10.846965
"Garda_trk 874",68.5,45.88259,10.847188
"Garda_trk 875",66.6,45.882855,10.847545
"Garda_trk 876",65.6,45.883048,10.847848
"Garda_trk 877",66.3,45.883205,10.84811
"Garda_trk 878",66.9,45.883311,10.848313
"Garda_trk 879",67.2,45.883385,10.848452
"Garda_trk 880",67.5,45.883437,10.848611
"Garda_trk 881",67.6,45.883461,10.848685
"Garda_trk 882",67.7,45.883459,10.848731
"Garda_trk 883",67.8,45.883459,10.848815
"Garda_trk 884",67.8,45.883512,10.848944
"Garda_trk 885",67.9,45.883585,10.849154
"Garda_trk 886",67.9,45.883689,10.849402
"Garda_trk 887",68.0,45.883801,10.84969
"Garda_trk 888",68.1,45.883948,10.850042
"Garda_trk 889",68.3,45.884105,10.850357
"Garda_trk 890",68.5,45.884211,10.850515
"Garda_trk 891",68.7,45.884299,10.850634
"Garda_trk 892",68.4,45.884252,10.850736
"Garda_trk 893",68.3,45.884269,10.850826
"Garda_trk 894",69.0,45.884419,10.850999
"Garda_trk 895",70.0,45.88464,10.851251
"Garda_trk 896",70.1,45.884906,10.851505
"Garda_trk 897",70.5,45.885261,10.8518
"Garda_trk 898",70.9,45.885518,10.852028
"Garda_trk 899",71.2,45.885829,10.85227
"Garda_trk 900",71.5,45.886363,10.852675
"Garda_trk 901",70.5,45.886835,10.852987
"Garda_trk 902",70.4,45.887316,10.853261
"Garda_trk 903",71.8,45.887691,10.853479
"Garda_trk 904",72.9,45.888012,10.853645
"Garda_trk 905",72.9,45.888316,10.853771
"Garda_trk 906",72.9,45.888397,10.853786
"Garda_trk 907",72.9,45.888764,10.853902
"Garda_trk 908",73.9,45.889025,10.853923
"Garda_trk 909",75.2,45.889367,10.853909
"Garda_trk 910",76.1,45.889629,10.853866
"Garda_trk 911",77.4,45.889973,10.853749
"Garda_trk 912",77.8,45.890299,10.853618
"Garda_trk 913",77.0,45.890934,10.853303
"Garda_trk 914",77.7,45.891387,10.8531
"Garda_trk 915",80.6,45.892268,10.852639
"Garda_trk 916",81.1,45.892795,10.852334
"Garda_trk 917",81.5,45.893139,10.852191
"Garda_trk 918",82.5,45.893546,10.852005
"Garda_trk 919",82.6,45.89358,10.852001
"Garda_trk 920",82.6,45.893574,10.852025
"Garda_trk 921",83.4,45.893854,10.851957
"Garda_trk 922",84.7,45.894215,10.851866
"Garda_trk 923",85.4,45.894423,10.851834
"Garda_trk 924",85.7,45.894504,10.851837
"Garda_trk 925",86.2,45.894656,10.851919
"Giudicarie_trk 1",365.5,45.806744,10.527744
"Giudicarie_trk 2",365.2,45.806801,10.527661
"Giudicarie_trk 3",364.8,45.806898,10.527599
"Giudicarie_trk 4",364.3,45.807016,10.527555
"Giudicarie_trk 5",364.1,45.807111,10.527562
"Giudicarie_trk 6",364.1,45.807189,10.52758
"Giudicarie_trk 7",364.2,45.807238,10.52763
"Giudicarie_trk 8",364.4,45.807287,10.527707
"Giudicarie_trk 9",364.7,45.80732,10.527799
"Giudicarie_trk 10",365.0,45.807358,10.527915
"Giudicarie_trk 11",365.2,45.807401,10.527954
"Giudicarie_trk 12",365.3,45.807464,10.527988
"Giudicarie_trk 13",365.3,45.807574,10.527994
"Giudicarie_trk 14",365.2,45.80765,10.52797
"Giudicarie_trk 15",365.2,45.807703,10.52797
"Giudicarie_trk 16",365.4,45.807755,10.528012
"Giudicarie_trk 17",365.8,45.807796,10.528085
"Giudicarie_trk 18",366.3,45.807842,10.528185
"Giudicarie_trk 19",366.8,45.807908,10.528289
"Giudicarie_trk 20",366.9,45.808032,10.528388
"Giudicarie_trk 21",366.8,45.808149,10.528476
"Giudicarie_trk 22",366.8,45.808281,10.528614
"Giudicarie_trk 23",367.0,45.808339,10.528771
"Giudicarie_trk 24",366.8,45.808377,10.528937
"Giudicarie_trk 25",366.8,45.808409,10.529076
"Giudicarie_trk 26",366.8,45.808444,10.529193
"Giudicarie_trk 27",366.7,45.808487,10.529297
"Giudicarie_trk 28",366.8,45.808522,10.529375
"Giudicarie_trk 29",366.9,45.808575,10.52948
"Giudicarie_trk 30",367.0,45.808654,10.529611
"Giudicarie_trk 31",367.0,45.808742,10.529755
"Giudicarie_trk 32",366.9,45.808822,10.52986
"Giudicarie_trk 33",366.7,45.808901,10.529965
"Giudicarie_trk 34",366.6,45.808963,10.530031
"Giudicarie_trk 35",366.6,45.80898,10.530109
"Giudicarie_trk 36",366.6,45.809006,10.530238
"Giudicarie_trk 37",366.7,45.809038,10.530471
"Giudicarie_trk 38",366.9,45.809063,10.530664
"Giudicarie_trk 39",367.1,45.809097,10.530846
"Giudicarie_trk 40",367.2,45.809122,10.530988
"Giudicarie_trk 41",367.4,45.809156,10.53113
"Giudicarie_trk 42",367.6,45.80919,10.531286
"Giudicarie_trk 43",367.8,45.809215,10.531415
"Giudicarie_trk 44",368.1,45.809232,10.531519
"Giudicarie_trk 45",368.3,45.809231,10.531596
"Giudicarie_trk 46",368.6,45.809238,10.531725
"Giudicarie_trk 47",368.8,45.809236,10.531828
"Giudicarie_trk 48",369.0,45.809235,10.531918
"Giudicarie_trk 49",369.5,45.809198,10.532316
"Giudicarie_trk 50",369.5,45.809136,10.532876
"Giudicarie_trk 51",369.2,45.809129,10.533081
"Giudicarie_trk 52",368.8,45.809114,10.533286
"Giudicarie_trk 53",368.0,45.809151,10.533749
"Giudicarie_trk 54",367.3,45.809224,10.534304
"Giudicarie_trk 55",367.3,45.809351,10.534818
"Giudicarie_trk 56",367.9,45.809469,10.535347
"Giudicarie_trk 57",368.7,45.80966,10.535847
"Giudicarie_trk 58",369.3,45.809854,10.536306
"Giudicarie_trk 59",369.2,45.809961,10.536492
"Giudicarie_trk 60",369.1,45.810047,10.536624
"Giudicarie_trk 61",369.1,45.810161,10.536765
"Giudicarie_trk 62",369.2,45.810367,10.536875
"Giudicarie_trk 63",369.0,45.810717,10.537103
"Giudicarie_trk 64",369.5,45.811411,10.537563
"Giudicarie_trk 65",370.4,45.811844,10.537907
"Giudicarie_trk 66",371.0,45.812106,10.53816
"Giudicarie_trk 67",370.7,45.812285,10.538365
"Giudicarie_trk 68",370.1,45.812522,10.538656
"Giudicarie_trk 69",368.4,45.812999,10.539472
"Giudicarie_trk 70",369.3,45.813218,10.539923
"Giudicarie_trk 71",369.9,45.813353,10.540225
"Giudicarie_trk 72",370.9,45.813673,10.541073
"Giudicarie_trk 73",370.5,45.81397,10.541824
"Giudicarie_trk 74",370.9,45.814233,10.542413
"Giudicarie_trk 75",371.1,45.814478,10.542847
"Giudicarie_trk 76",371.1,45.814749,10.543207
"Giudicarie_trk 77",371.2,45.815014,10.543488
"Giudicarie_trk 78",371.0,45.815234,10.543702
"Giudicarie_trk 79",371.4,45.815658,10.54404
"Giudicarie_trk 80",371.6,45.815833,10.544117
"Giudicarie_trk 81",371.6,45.816018,10.544218
"Giudicarie_trk 82",371.3,45.81637,10.544375
"Giudicarie_trk 83",370.6,45.816592,10.544559
"Giudicarie_trk 84",370.5,45.817025,10.544998
"Giudicarie_trk 85",370.9,45.817204,10.545314
"Giudicarie_trk 86",371.0,45.817338,10.54548
"Giudicarie_trk 87",371.5,45.81752,10.545845
"Giudicarie_trk 88",372.8,45.817757,10.546437
"Giudicarie_trk 89",373.7,45.818033,10.547148
"Giudicarie_trk 90",373.3,45.818216,10.547649
"Giudicarie_trk 91",374.0,45.818418,10.548212
"Giudicarie_trk 92",374.9,45.818544,10.548547
"Giudicarie_trk 93",375.6,45.818594,10.548765
"Giudicarie_trk 94",376.0,45.818672,10.548928
"Giudicarie_trk 95",376.2,45.818923,10.549324
"Giudicarie_trk 96",375.8,45.819164,10.549641
"Giudicarie_trk 97",375.5,45.819343,10.54989
"Giudicarie_trk 98",374.6,45.819579,10.550218
"Giudicarie_trk 99",374.9,45.819732,10.550447
"Giudicarie_trk 100",374.7,45.819796,10.550384
"Giudicarie_trk 101",374.7,45.819805,10.550371
"Giudicarie_trk 102",374.7,45.819805,10.550371
"Giudicarie_trk 103",374.6,45.819833,10.550334
"Giudicarie_trk 104",374.3,45.819879,10.550219
"Giudicarie_trk 105",374.2,45.819937,10.550151
"Giudicarie_trk 106",374.1,45.81999,10.55011
"Giudicarie_trk 107",374.2,45.820072,10.550154
"Giudicarie_trk 108",374.0,45.820443,10.550378
"Giudicarie_trk 109",374.5,45.820911,10.550614
"Giudicarie_trk 110",373.8,45.821518,10.550895
"Giudicarie_trk 111",372.1,45.822092,10.551148
"Giudicarie_trk 112",372.9,45.822601,10.551392
"Giudicarie_trk 113",373.7,45.823007,10.551512
"Giudicarie_trk 114",374.4,45.823621,10.551664
"Giudicarie_trk 115",374.5,45.824153,10.551775
"Giudicarie_trk 116",374.2,45.824867,10.55179
"Giudicarie_trk 117",374.4,45.825736,10.551832
"Giudicarie_trk 118",374.2,45.827073,10.551889
"Giudicarie_trk 119",375.0,45.828036,10.551947
"Giudicarie_trk 120",376.0,45.82913,10.552009
"Giudicarie_trk 121",375.6,45.82992,10.552033
"Giudicarie_trk 122",375.1,45.831538,10.552117
"Giudicarie_trk 123",376.5,45.832366,10.552166
"Giudicarie_trk 124",377.8,45.832667,10.552197
"Giudicarie_trk 125",378.6,45.833261,10.552322
"Giudicarie_trk 126",377.7,45.834157,10.552611
"Giudicarie_trk 127",377.7,45.834523,10.552724
"Giudicarie_trk 128",378.4,45.83601,10.553246
"Giudicarie_trk 129",378.4,45.837436,10.553757
"Giudicarie_trk 130",378.8,45.838996,10.554316
"Giudicarie_trk 131",379.0,45.839709,10.554557
"Giudicarie_trk 132",379.0,45.840354,10.554696
"Giudicarie_trk 133",378.1,45.84113,10.554888
"Giudicarie_trk 134",377.6,45.842124,10.555047
"Giudicarie_trk 135",378.0,45.842523,10.555108
"Giudicarie_trk 136",378.4,45.843082,10.555248
"Giudicarie_trk 137",378.8,45.843559,10.555441
"Giudicarie_trk 138",379.7,45.843944,10.555658
"Giudicarie_trk 139",381.6,45.844826,10.556385
"Giudicarie_trk 140",382.2,45.845191,10.556679
"Giudicarie_trk 141",382.6,45.845548,10.556959
"Giudicarie_trk 142",382.7,45.845806,10.557173
"Giudicarie_trk 143",382.4,45.846099,10.557451
"Giudicarie_trk 144",382.3,45.846552,10.55785
"Giudicarie_trk 145",382.7,45.846766,10.558062
"Giudicarie_trk 146",382.9,45.846997,10.558316
"Giudicarie_trk 147",382.6,45.847146,10.558523
"Giudicarie_trk 148",382.5,45.847402,10.558904
"Giudicarie_trk 149",382.9,45.847587,10.559218
"Giudicarie_trk 150",383.8,45.847815,10.55965
"Giudicarie_trk 151",384.1,45.84806,10.560159
"Giudicarie_trk 152",384.3,45.848296,10.560706
"Giudicarie_trk 153",384.6,45.8484,10.560941
"Giudicarie_trk 154",384.8,45.848673,10.561425
"Giudicarie_trk 155",384.6,45.848971,10.561975
"Giudicarie_trk 156",385.0,45.849112,10.562249
"Giudicarie_trk 157",385.6,45.849311,10.56277
"Giudicarie_trk 158",385.4,45.849581,10.563434
"Giudicarie_trk 159",385.1,45.849755,10.563903
"Giudicarie_trk 160",385.3,45.84992,10.564332
"Giudicarie_trk 161",385.8,45.850114,10.56466
"Giudicarie_trk 162",385.7,45.850386,10.565118
"Giudicarie_trk 163",386.4,45.850704,10.565617
"Giudicarie_trk 164",387.0,45.850951,10.565971
"Giudicarie_trk 165",386.9,45.851305,10.566407
"Giudicarie_trk 166",387.4,45.851642,10.566738
"Giudicarie_trk 167",387.9,45.85199,10.567005
"Giudicarie_trk 168",388.1,45.852302,10.567194
"Giudicarie_trk 169",388.1,45.852552,10.56733
"Giudicarie_trk 170",388.1,45.852794,10.56744
"Giudicarie_trk 171",388.2,45.85299,10.567536
"Giudicarie_trk 172",388.5,45.853177,10.567683
"Giudicarie_trk 173",388.7,45.853355,10.567881
"Giudicarie_trk 174",389.4,45.853877,10.568527
"Giudicarie_trk 175",389.3,45.854083,10.568798
"Giudicarie_trk 176",389.2,45.854231,10.568974
"Giudicarie_trk 177",389.1,45.854292,10.569079
"Giudicarie_trk 178",389.0,45.854389,10.569249
"Giudicarie_trk 179",390.1,45.854381,10.568489
"Giudicarie_trk 180",390.5,45.854375,10.568158
"Giudicarie_trk 181",390.6,45.854377,10.568076
"Giudicarie_trk 182",390.8,45.854395,10.567931
"Giudicarie_trk 183",390.8,45.854392,10.56793
"Giudicarie_trk 184",390.9,45.85454,10.567973
"Giudicarie_trk 185",390.9,45.854792,10.567993
"Giudicarie_trk 186",391.0,45.855114,10.567984
"Giudicarie_trk 187",391.0,45.85535,10.568032
"Giudicarie_trk 188",391.0,45.855579,10.568108
"Giudicarie_trk 189",390.8,45.855862,10.568211
"Giudicarie_trk 190",390.6,45.856305,10.568379
"Giudicarie_trk 191",391.2,45.856607,10.568481
"Giudicarie_trk 192",391.4,45.856747,10.568563
"Giudicarie_trk 193",391.5,45.856898,10.568773
"Giudicarie_trk 194",391.1,45.857634,10.569749
"Giudicarie_trk 195",391.2,45.858188,10.570527
"Giudicarie_trk 196",392.6,45.858383,10.570902
"Giudicarie_trk 197",394.2,45.858608,10.571415
"Giudicarie_trk 198",394.4,45.858923,10.572193
"Giudicarie_trk 199",394.5,45.859173,10.572866
"Giudicarie_trk 200",394.5,45.859398,10.573389
"Giudicarie_trk 201",395.3,45.859669,10.573878
"Giudicarie_trk 202",394.1,45.859999,10.57456
"Giudicarie_trk 203",393.7,45.860264,10.574863
"Giudicarie_trk 204",393.6,45.860477,10.575115
"Giudicarie_trk 205",394.2,45.860901,10.575448
"Giudicarie_trk 206",396.1,45.861428,10.57581
"Giudicarie_trk 207",397.0,45.861674,10.576044
"Giudicarie_trk 208",397.1,45.86184,10.576313
"Giudicarie_trk 209",397.3,45.86193,10.576614
"Giudicarie_trk 210",397.0,45.862172,10.57756
"Giudicarie_trk 211",402.6,45.862656,10.579057
"Giudicarie_trk 212",403.4,45.862782,10.579402
"Giudicarie_trk 213",403.1,45.862846,10.579614
"Giudicarie_trk 214",405.2,45.862841,10.579718
"Giudicarie_trk 215",412.4,45.862761,10.579882
"Giudicarie_trk 216",415.1,45.862738,10.579947
"Giudicarie_trk 217",414.8,45.862765,10.579998
"Giudicarie_trk 218",412.8,45.862826,10.580077
"Giudicarie_trk 219",408.4,45.862925,10.580171
"Giudicarie_trk 220",409.2,45.863064,10.580307
"Giudicarie_trk 221",415.4,45.863269,10.580625
"Giudicarie_trk 222",418.6,45.863361,10.580794
"Giudicarie_trk 223",422.7,45.863405,10.580983
"Giudicarie_trk 224",423.6,45.863448,10.581074
"Giudicarie_trk 225",425.2,45.863495,10.581216
"Giudicarie_trk 226",427.8,45.86352,10.581307
"Giudicarie_trk 227",432.3,45.863581,10.581464
"Giudicarie_trk 228",435.2,45.863625,10.581581
"Giudicarie_trk 229",433.7,45.863687,10.581634
"Giudicarie_trk 230",428.4,45.863964,10.581797
"Giudicarie_trk 231",422.6,45.864214,10.581932
"Giudicarie_trk 232",414.5,45.864438,10.582003
"Giudicarie_trk 233",408.3,45.864707,10.582088
"Giudicarie_trk 234",409.9,45.864867,10.582183
"Giudicarie_trk 235",410.5,45.865145,10.58232
"Giudicarie_trk 236",410.3,45.865591,10.582551
"Giudicarie_trk 237",410.6,45.865716,10.582632
"Giudicarie_trk 238",410.9,45.865877,10.582753
"Giudicarie_trk 239",413.8,45.866358,10.583076
"Giudicarie_trk 240",415.8,45.866741,10.583383
"Giudicarie_trk 241",412.6,45.867034,10.583661
"Giudicarie_trk 242",413.4,45.86723,10.583848
"Giudicarie_trk 243",415.1,45.867318,10.583953
"Giudicarie_trk 244",418.2,45.867432,10.584162
