"Description","Elevation","Latitude","Longitude"
"Mollaro_Castel_Thun_trk_886",0.0,46.28228938,11.08597233
"Mollaro_Castel_Thun_trk_887",0.0,46.28231263,11.08593102
"Mollaro_Castel_Thun_trk_888",0.0,46.28233541,11.08591566
"Mollaro_Castel_Thun_trk_889",0.0,46.28236192,11.08594263
"Mollaro_Castel_Thun_trk_890",0.0,46.28238577,11.08599221
"Mollaro_Castel_Thun_trk_891",0.0,46.2824005,11.08604794
"Mollaro_Castel_Thun_trk_892",0.0,46.2824086,11.08609693
"Mollaro_Castel_Thun_trk_893",0.0,46.28242357,11.08613969
"Mollaro_Castel_Thun_trk_894",0.0,46.2824386,11.0861792
"Mollaro_Castel_Thun_trk_895",0.0,46.2824605,11.08621248
"Mollaro_Castel_Thun_trk_896",0.0,46.28248251,11.08623928
"Mollaro_Castel_Thun_trk_897",0.0,46.28250907,11.08626301
"Mollaro_Castel_Thun_trk_898",0.0,46.2825357,11.08628349
"Mollaro_Castel_Thun_trk_899",0.0,46.28256694,11.08629766
"Mollaro_Castel_Thun_trk_900",0.0,46.28259818,11.08631183
"Mollaro_Castel_Thun_trk_901",0.0,46.28263168,11.08632608
"Mollaro_Castel_Thun_trk_902",0.0,46.28266747,11.08633717
"Mollaro_Castel_Thun_trk_903",0.0,46.28270333,11.08634503
"Mollaro_Castel_Thun_trk_904",0.0,46.28273913,11.08635612
"Mollaro_Castel_Thun_trk_905",0.0,46.28277723,11.08636406
"Mollaro_Castel_Thun_trk_906",0.0,46.28281528,11.08637524
"Mollaro_Castel_Thun_trk_907",0.0,46.28285327,11.08638966
"Mollaro_Castel_Thun_trk_908",0.0,46.28288907,11.08640076
"Mollaro_Castel_Thun_trk_909",0.0,46.28292256,11.08641501
"Mollaro_Castel_Thun_trk_910",0.0,46.2829538,11.08642918
"Mollaro_Castel_Thun_trk_911",0.0,46.28298279,11.08644326
"Mollaro_Castel_Thun_trk_912",0.0,46.28301173,11.08646059
"Mollaro_Castel_Thun_trk_913",0.0,46.28303841,11.08647783
"Mollaro_Castel_Thun_trk_914",0.0,46.2830651,11.08649507
"Mollaro_Castel_Thun_trk_915",0.0,46.28309178,11.08651231
"Mollaro_Castel_Thun_trk_916",0.0,46.28311841,11.08653279
"Mollaro_Castel_Thun_trk_917",0.0,46.2831451,11.08655003
"Mollaro_Castel_Thun_trk_918",0.0,46.28317172,11.08657051
"Mollaro_Castel_Thun_trk_919",0.0,46.28319835,11.086591
"Mollaro_Castel_Thun_trk_920",0.0,46.28322947,11.08661165
"Mollaro_Castel_Thun_trk_921",0.0,46.28325829,11.08663546
"Mollaro_Castel_Thun_trk_922",0.0,46.28329166,11.0866562
"Mollaro_Castel_Thun_trk_923",0.0,46.28332722,11.08668027
"Mollaro_Castel_Thun_trk_924",0.0,46.2833584,11.08669768
"Mollaro_Castel_Thun_trk_925",0.0,46.28339189,11.08671193
"Mollaro_Castel_Thun_trk_926",0.0,46.28342325,11.08671962
"Mollaro_Castel_Thun_trk_927",0.0,46.28345237,11.08672721
"Mollaro_Castel_Thun_trk_928",0.0,46.28348385,11.08672841
"Mollaro_Castel_Thun_trk_929",0.0,46.28351308,11.08672952
"Mollaro_Castel_Thun_trk_930",0.0,46.28354018,11.08672406
"Mollaro_Castel_Thun_trk_931",0.0,46.28356958,11.08671544
"Mollaro_Castel_Thun_trk_932",0.0,46.28359899,11.08670682
"Mollaro_Castel_Thun_trk_933",0.0,46.28362846,11.08669496
"Mollaro_Castel_Thun_trk_934",0.0,46.28365798,11.08667985
"Mollaro_Castel_Thun_trk_935",0.0,46.28368751,11.08666475
"Mollaro_Castel_Thun_trk_936",0.0,46.2837171,11.0866464
"Mollaro_Castel_Thun_trk_937",0.0,46.28374899,11.08662489
"Mollaro_Castel_Thun_trk_938",0.0,46.28378082,11.08660663
"Mollaro_Castel_Thun_trk_939",0.0,46.28381497,11.08658521
"Mollaro_Castel_Thun_trk_940",0.0,46.28384467,11.08656037
"Mollaro_Castel_Thun_trk_941",0.0,46.28387218,11.08653221
"Mollaro_Castel_Thun_trk_942",0.0,46.28391159,11.0864688
"Mollaro_Castel_Thun_trk_943",0.0,46.28392798,11.08643372
"Mollaro_Castel_Thun_trk_944",0.0,46.28393988,11.08639848
"Mollaro_Castel_Thun_trk_945",0.0,46.28394964,11.08635666
"Mollaro_Castel_Thun_trk_946",0.0,46.28395934,11.08631808
"Mollaro_Castel_Thun_trk_947",0.0,46.28396692,11.08627294
"Mollaro_Castel_Thun_trk_948",0.0,46.28397224,11.0862277
"Mollaro_Castel_Thun_trk_949",0.0,46.28397757,11.08618247
"Mollaro_Castel_Thun_trk_950",0.0,46.28398296,11.08613399
"Mollaro_Castel_Thun_trk_951",0.0,46.28399053,11.08608885
"Mollaro_Castel_Thun_trk_952",0.0,46.28399597,11.08603713
"Mollaro_Castel_Thun_trk_953",0.0,46.28400361,11.08598874
"Mollaro_Castel_Thun_trk_954",0.0,46.28401574,11.08594052
"Mollaro_Castel_Thun_trk_955",0.0,46.28402349,11.08588564
"Mollaro_Castel_Thun_trk_956",0.0,46.28403355,11.08582761
"Mollaro_Castel_Thun_trk_957",0.0,46.28404142,11.08576624
"Mollaro_Castel_Thun_trk_958",0.0,46.28405148,11.08570821
"Mollaro_Castel_Thun_trk_959",0.0,46.28406154,11.08565017
"Mollaro_Castel_Thun_trk_960",0.0,46.28407148,11.08559862
"Mollaro_Castel_Thun_trk_961",0.0,46.28408355,11.08555365
"Mollaro_Castel_Thun_trk_962",0.0,46.28409763,11.08552173
"Mollaro_Castel_Thun_trk_963",0.0,46.28411609,11.08549647
"Mollaro_Castel_Thun_trk_964",0.0,46.28414083,11.08549741
"Mollaro_Castel_Thun_trk_965",0.0,46.28414757,11.08549766
"Mollaro_Castel_Thun_trk_966",0.0,46.28415645,11.08550449
"Mollaro_Castel_Thun_trk_967",0.0,46.28415284,11.08545567
"Mollaro_Castel_Thun_trk_968",0.0,46.28415148,11.08540694
"Mollaro_Castel_Thun_trk_969",0.0,46.28415006,11.08536145
"Mollaro_Castel_Thun_trk_970",0.0,46.28415083,11.08531929
"Mollaro_Castel_Thun_trk_971",0.0,46.2841516,11.08527713
"Mollaro_Castel_Thun_trk_972",0.0,46.28415236,11.08523497
"Mollaro_Castel_Thun_trk_973",0.0,46.28415307,11.08519605
"Mollaro_Castel_Thun_trk_974",0.0,46.28415609,11.08515398
"Mollaro_Castel_Thun_trk_975",0.0,46.28415899,11.08511839
"Mollaro_Castel_Thun_trk_976",0.0,46.2841642,11.08507964
"Mollaro_Castel_Thun_trk_977",0.0,46.2841671,11.08504405
"Mollaro_Castel_Thun_trk_978",0.0,46.28417219,11.08501179
"Mollaro_Castel_Thun_trk_979",0.0,46.28417733,11.08497629
"Mollaro_Castel_Thun_trk_980",0.0,46.28418467,11.08494411
"Mollaro_Castel_Thun_trk_981",0.0,46.28419929,11.084883
"Mollaro_Castel_Thun_trk_982",0.0,46.28421615,11.08482198
"Mollaro_Castel_Thun_trk_983",0.0,46.28423514,11.08476753
"Mollaro_Castel_Thun_trk_984",0.0,46.28425633,11.08471641
"Mollaro_Castel_Thun_trk_985",0.0,46.28427976,11.08466537
"Mollaro_Castel_Thun_trk_986",0.0,46.28430538,11.08461766
"Mollaro_Castel_Thun_trk_987",0.0,46.28433319,11.08457328
"Mollaro_Castel_Thun_trk_988",0.0,46.28436325,11.08452899
"Mollaro_Castel_Thun_trk_989",0.0,46.28439774,11.08448811
"Mollaro_Castel_Thun_trk_990",0.0,46.28442313,11.08445337
"Mollaro_Castel_Thun_trk_991",0.0,46.2844507,11.08442196
"Mollaro_Castel_Thun_trk_992",0.0,46.28447821,11.0843938
"Mollaro_Castel_Thun_trk_993",0.0,46.28450798,11.08436572
"Mollaro_Castel_Thun_trk_994",0.0,46.28453768,11.08434088
"Mollaro_Castel_Thun_trk_995",0.0,46.28456732,11.08431929
"Mollaro_Castel_Thun_trk_996",0.0,46.28459697,11.0842977
"Mollaro_Castel_Thun_trk_997",0.0,46.2846288,11.08427943
"Mollaro_Castel_Thun_trk_998",0.0,46.28465839,11.08426108
"Mollaro_Castel_Thun_trk_999",0.0,46.28469241,11.08424615
"Mollaro_Castel_Thun_trk_1000",0.0,46.28472418,11.08423113
"Mollaro_Castel_Thun_trk_1001",0.0,46.28475596,11.0842161
"Mollaro_Castel_Thun_trk_1002",0.0,46.28478998,11.08420117
"Mollaro_Castel_Thun_trk_1003",0.0,46.28482395,11.08418947
"Mollaro_Castel_Thun_trk_1004",0.0,46.28485791,11.08417778
"Mollaro_Castel_Thun_trk_1005",0.0,46.28489412,11.08416617
"Mollaro_Castel_Thun_trk_1006",0.0,46.2849214,11.08415098
"Mollaro_Castel_Thun_trk_1007",0.0,46.28495081,11.08414236
"Mollaro_Castel_Thun_trk_1008",0.0,46.28497803,11.08413041
"Mollaro_Castel_Thun_trk_1009",0.0,46.28500519,11.08412171
"Mollaro_Castel_Thun_trk_1010",0.0,46.2850301,11.08411291
"Mollaro_Castel_Thun_trk_1011",0.0,46.28505726,11.08410421
"Mollaro_Castel_Thun_trk_1012",0.0,46.28508217,11.08409542
"Mollaro_Castel_Thun_trk_1013",0.0,46.28510483,11.08408654
"Mollaro_Castel_Thun_trk_1014",0.0,46.28512968,11.08408099
"Mollaro_Castel_Thun_trk_1015",0.0,46.28515228,11.08407536
"Mollaro_Castel_Thun_trk_1016",0.0,46.28517495,11.08406648
"Mollaro_Castel_Thun_trk_1017",0.0,46.28519755,11.08406085
"Mollaro_Castel_Thun_trk_1018",0.0,46.28524275,11.08404958
"Mollaro_Castel_Thun_trk_1019",0.0,46.28528577,11.08403499
"Mollaro_Castel_Thun_trk_1020",0.0,46.28532873,11.08402364
"Mollaro_Castel_Thun_trk_1021",0.0,46.28537399,11.08400913
"Mollaro_Castel_Thun_trk_1022",0.0,46.28541926,11.08399462
"Mollaro_Castel_Thun_trk_1023",0.0,46.28544192,11.08398574
"Mollaro_Castel_Thun_trk_1024",0.0,46.28546458,11.08397686
"Mollaro_Castel_Thun_trk_1025",0.0,46.28548949,11.08396807
"Mollaro_Castel_Thun_trk_1026",0.0,46.28551446,11.08395604
"Mollaro_Castel_Thun_trk_1027",0.0,46.28553938,11.08394725
"Mollaro_Castel_Thun_trk_1028",0.0,46.28556435,11.08393521
"Mollaro_Castel_Thun_trk_1029",0.0,46.28559162,11.08392002
"Mollaro_Castel_Thun_trk_1030",0.0,46.28561884,11.08390807
"Mollaro_Castel_Thun_trk_1031",0.0,46.28564612,11.08389288
"Mollaro_Castel_Thun_trk_1032",0.0,46.28567564,11.08387777
"Mollaro_Castel_Thun_trk_1033",0.0,46.2856989,11.08383646
"Mollaro_Castel_Thun_trk_1034",0.0,46.28572215,11.08379515
"Mollaro_Castel_Thun_trk_1035",0.0,46.28574097,11.08375043
"Mollaro_Castel_Thun_trk_1036",0.0,46.28575978,11.08370571
"Mollaro_Castel_Thun_trk_1037",0.0,46.2857786,11.08366098
"Mollaro_Castel_Thun_trk_1038",0.0,46.28579972,11.0836131
"Mollaro_Castel_Thun_trk_1039",0.0,46.28582309,11.08356531
"Mollaro_Castel_Thun_trk_1040",0.0,46.28585315,11.08352101
"Mollaro_Castel_Thun_trk_1041",0.0,46.28588546,11.0834768
"Mollaro_Castel_Thun_trk_1042",0.0,46.28592877,11.08344599
"Mollaro_Castel_Thun_trk_1043",0.0,46.2859538,11.08343071
"Mollaro_Castel_Thun_trk_1044",0.0,46.28598102,11.08341876
"Mollaro_Castel_Thun_trk_1045",0.0,46.28600818,11.08341005
"Mollaro_Castel_Thun_trk_1046",0.0,46.2860354,11.0833981
"Mollaro_Castel_Thun_trk_1047",0.0,46.28606255,11.0833894
"Mollaro_Castel_Thun_trk_1048",0.0,46.28608965,11.08338393
"Mollaro_Castel_Thun_trk_1049",0.0,46.28611457,11.08337514
"Mollaro_Castel_Thun_trk_1050",0.0,46.28613942,11.08336959
"Mollaro_Castel_Thun_trk_1051",0.0,46.28618243,11.083355
"Mollaro_Castel_Thun_trk_1052",0.0,46.28621415,11.08334322
"Mollaro_Castel_Thun_trk_1053",0.0,46.28623936,11.08331821
"Mollaro_Castel_Thun_trk_1054",0.0,46.28626012,11.08328979
"Mollaro_Castel_Thun_trk_1055",0.0,46.28627657,11.08325147
"Mollaro_Castel_Thun_trk_1056",0.0,46.28629089,11.08320657
"Mollaro_Castel_Thun_trk_1057",0.0,46.28630077,11.08315826
"Mollaro_Castel_Thun_trk_1058",0.0,46.28631071,11.08310671
"Mollaro_Castel_Thun_trk_1059",0.0,46.2863184,11.08305508
"Mollaro_Castel_Thun_trk_1060",0.0,46.28632609,11.08300344
"Mollaro_Castel_Thun_trk_1061",0.0,46.28633154,11.08295172
"Mollaro_Castel_Thun_trk_1062",0.0,46.28633923,11.08290008
"Mollaro_Castel_Thun_trk_1063",0.0,46.2863468,11.08285493
"Mollaro_Castel_Thun_trk_1064",0.0,46.28635656,11.08281311
"Mollaro_Castel_Thun_trk_1065",0.0,46.28638242,11.08275243
"Mollaro_Castel_Thun_trk_1066",0.0,46.28642337,11.08272802
"Mollaro_Castel_Thun_trk_1067",0.0,46.28645271,11.08272264
"Mollaro_Castel_Thun_trk_1068",0.0,46.28648644,11.08272392
"Mollaro_Castel_Thun_trk_1069",0.0,46.28652017,11.0827252
"Mollaro_Castel_Thun_trk_1070",0.0,46.28655614,11.08272656
"Mollaro_Castel_Thun_trk_1071",0.0,46.28659206,11.08273117
"Mollaro_Castel_Thun_trk_1072",0.0,46.28663028,11.08273262
"Mollaro_Castel_Thun_trk_1073",0.0,46.28666845,11.08273731
"Mollaro_Castel_Thun_trk_1074",0.0,46.28670886,11.08274209
"Mollaro_Castel_Thun_trk_1075",0.0,46.28674928,11.08274686
"Mollaro_Castel_Thun_trk_1076",0.0,46.28678969,11.08275164
"Mollaro_Castel_Thun_trk_1077",0.0,46.28683235,11.08275651
"Mollaro_Castel_Thun_trk_1078",0.0,46.28687501,11.08276137
"Mollaro_Castel_Thun_trk_1079",0.0,46.28691774,11.08276299
"Mollaro_Castel_Thun_trk_1080",0.0,46.28696046,11.08276461
"Mollaro_Castel_Thun_trk_1081",0.0,46.28700543,11.08276631
"Mollaro_Castel_Thun_trk_1082",0.0,46.2870504,11.08276802
"Mollaro_Castel_Thun_trk_1083",0.0,46.2870898,11.0827046
"Mollaro_Castel_Thun_trk_1084",0.0,46.2871017,11.08266935
"Mollaro_Castel_Thun_trk_1085",0.0,46.2871114,11.08263077
"Mollaro_Castel_Thun_trk_1086",0.0,46.28711442,11.0825887
"Mollaro_Castel_Thun_trk_1087",0.0,46.2871153,11.08254005
"Mollaro_Castel_Thun_trk_1088",0.0,46.28711175,11.08248798
"Mollaro_Castel_Thun_trk_1089",0.0,46.28710838,11.08242619
"Mollaro_Castel_Thun_trk_1090",0.0,46.28710465,11.08238386
"Mollaro_Castel_Thun_trk_1091",0.0,46.28710086,11.08234477
"Mollaro_Castel_Thun_trk_1092",0.0,46.28709707,11.08230567
"Mollaro_Castel_Thun_trk_1093",0.0,46.28709553,11.08226667
"Mollaro_Castel_Thun_trk_1094",0.0,46.28709169,11.08223082
"Mollaro_Castel_Thun_trk_1095",0.0,46.28708784,11.08219498
"Mollaro_Castel_Thun_trk_1096",0.0,46.28708618,11.08216246
"Mollaro_Castel_Thun_trk_1097",0.0,46.28708233,11.08212661
"Mollaro_Castel_Thun_trk_1098",0.0,46.28707896,11.08206482
"Mollaro_Castel_Thun_trk_1099",0.0,46.28707334,11.08200294
"Mollaro_Castel_Thun_trk_1100",0.0,46.28706984,11.08194763
"Mollaro_Castel_Thun_trk_1101",0.0,46.28706404,11.08189548
"Mollaro_Castel_Thun_trk_1102",0.0,46.28706043,11.08184666
"Mollaro_Castel_Thun_trk_1103",0.0,46.28705676,11.08180109
"Mollaro_Castel_Thun_trk_1104",0.0,46.28705528,11.08175884
"Mollaro_Castel_Thun_trk_1105",0.0,46.28705149,11.08171975
"Mollaro_Castel_Thun_trk_1106",0.0,46.28704996,11.08168074
"Mollaro_Castel_Thun_trk_1107",0.0,46.2870483,11.08164823
"Mollaro_Castel_Thun_trk_1108",0.0,46.28704936,11.08158985
"Mollaro_Castel_Thun_trk_1109",0.0,46.28704557,11.08155076
"Mollaro_Castel_Thun_trk_1110",0.0,46.28704397,11.081515
"Mollaro_Castel_Thun_trk_1111",0.0,46.28704232,11.08148248
"Mollaro_Castel_Thun_trk_1112",0.0,46.28703847,11.08144663
"Mollaro_Castel_Thun_trk_1113",0.0,46.28703906,11.0814142
"Mollaro_Castel_Thun_trk_1114",0.0,46.28703746,11.08137844
"Mollaro_Castel_Thun_trk_1115",0.0,46.28703864,11.08131357
"Mollaro_Castel_Thun_trk_1116",0.0,46.28704426,11.08125212
"Mollaro_Castel_Thun_trk_1117",0.0,46.28705657,11.08119416
"Mollaro_Castel_Thun_trk_1118",0.0,46.28707562,11.08113647
"Mollaro_Castel_Thun_trk_1119",0.0,46.28710585,11.08108244
"Mollaro_Castel_Thun_trk_1120",0.0,46.28714697,11.08104829
"Mollaro_Castel_Thun_trk_1121",0.0,46.28718804,11.08101739
"Mollaro_Castel_Thun_trk_1122",0.0,46.28722898,11.08099298
"Mollaro_Castel_Thun_trk_1123",0.0,46.28726768,11.08096848
"Mollaro_Castel_Thun_trk_1124",0.0,46.28730632,11.08094723
"Mollaro_Castel_Thun_trk_1125",0.0,46.28734271,11.08092589
"Mollaro_Castel_Thun_trk_1126",0.0,46.28738129,11.08090787
"Mollaro_Castel_Thun_trk_1127",0.0,46.28741756,11.08089302
"Mollaro_Castel_Thun_trk_1128",0.0,46.28745613,11.08087501
"Mollaro_Castel_Thun_trk_1129",0.0,46.28749471,11.080857
"Mollaro_Castel_Thun_trk_1130",0.0,46.28753323,11.08084223
"Mollaro_Castel_Thun_trk_1131",0.0,46.28757406,11.0808243
"Mollaro_Castel_Thun_trk_1132",0.0,46.28761495,11.08080313
"Mollaro_Castel_Thun_trk_1133",0.0,46.28765808,11.08078205
"Mollaro_Castel_Thun_trk_1134",0.0,46.28768074,11.08077317
"Mollaro_Castel_Thun_trk_1135",0.0,46.28770346,11.08076105
"Mollaro_Castel_Thun_trk_1136",0.0,46.28772843,11.08074901
"Mollaro_Castel_Thun_trk_1137",0.0,46.2877534,11.08073697
"Mollaro_Castel_Thun_trk_1138",0.0,46.28779666,11.0807094
"Mollaro_Castel_Thun_trk_1139",0.0,46.28783979,11.08068832
"Mollaro_Castel_Thun_trk_1140",0.0,46.28788517,11.08066732
"Mollaro_Castel_Thun_trk_1141",0.0,46.2879305,11.08064956
"Mollaro_Castel_Thun_trk_1142",0.0,46.28797582,11.0806318
"Mollaro_Castel_Thun_trk_1143",0.0,46.28802109,11.08061729
"Mollaro_Castel_Thun_trk_1144",0.0,46.28806635,11.08060278
"Mollaro_Castel_Thun_trk_1145",0.0,46.28808895,11.08059714
"Mollaro_Castel_Thun_trk_1146",0.0,46.28811162,11.08058826
"Mollaro_Castel_Thun_trk_1147",0.0,46.28813422,11.08058263
"Mollaro_Castel_Thun_trk_1148",0.0,46.28815682,11.08057699
"Mollaro_Castel_Thun_trk_1149",0.0,46.28817942,11.08057136
"Mollaro_Castel_Thun_trk_1150",0.0,46.28820203,11.08056572
"Mollaro_Castel_Thun_trk_1151",0.0,46.28824717,11.0805577
"Mollaro_Castel_Thun_trk_1152",0.0,46.28829238,11.08054643
"Mollaro_Castel_Thun_trk_1153",0.0,46.28833528,11.08053831
"Mollaro_Castel_Thun_trk_1154",0.0,46.28838048,11.08052704
"Mollaro_Castel_Thun_trk_1155",0.0,46.28842563,11.08051902
"Mollaro_Castel_Thun_trk_1156",0.0,46.28847078,11.08051099
"Mollaro_Castel_Thun_trk_1157",0.0,46.28850474,11.08049929
"Mollaro_Castel_Thun_trk_1158",0.0,46.28853876,11.08048435
"Mollaro_Castel_Thun_trk_1159",0.0,46.28856835,11.080466
"Mollaro_Castel_Thun_trk_1160",0.0,46.28859344,11.08044748
"Mollaro_Castel_Thun_trk_1161",0.0,46.28861864,11.08042247
"Mollaro_Castel_Thun_trk_1162",0.0,46.28864385,11.08039746
"Mollaro_Castel_Thun_trk_1163",0.0,46.28868538,11.08034061
"Mollaro_Castel_Thun_trk_1164",0.0,46.28870621,11.08030894
"Mollaro_Castel_Thun_trk_1165",0.0,46.28872485,11.08027394
"Mollaro_Castel_Thun_trk_1166",0.0,46.28874567,11.08024228
"Mollaro_Castel_Thun_trk_1167",0.0,46.28876437,11.08020404
"Mollaro_Castel_Thun_trk_1168",0.0,46.28878526,11.08016913
"Mollaro_Castel_Thun_trk_1169",0.0,46.28880845,11.08013106
"Mollaro_Castel_Thun_trk_1170",0.0,46.28883164,11.08009299
"Mollaro_Castel_Thun_trk_1171",0.0,46.28885708,11.080055
"Mollaro_Castel_Thun_trk_1172",0.0,46.28888264,11.08001053
"Mollaro_Castel_Thun_trk_1173",0.0,46.28890815,11.0799693
"Mollaro_Castel_Thun_trk_1174",0.0,46.2889314,11.07992799
"Mollaro_Castel_Thun_trk_1175",0.0,46.2889524,11.07988659
"Mollaro_Castel_Thun_trk_1176",0.0,46.2889734,11.07984519
"Mollaro_Castel_Thun_trk_1177",0.0,46.28899441,11.0798038
"Mollaro_Castel_Thun_trk_1178",0.0,46.28901316,11.07976231
"Mollaro_Castel_Thun_trk_1179",0.0,46.28903186,11.07972407
"Mollaro_Castel_Thun_trk_1180",0.0,46.28904837,11.0796825
"Mollaro_Castel_Thun_trk_1181",0.0,46.28906481,11.07964418
"Mollaro_Castel_Thun_trk_1182",0.0,46.28908126,11.07960585
"Mollaro_Castel_Thun_trk_1183",0.0,46.28909552,11.0795642
"Mollaro_Castel_Thun_trk_1184",0.0,46.28910972,11.07952579
"Mollaro_Castel_Thun_trk_1185",0.0,46.28912392,11.07948738
"Mollaro_Castel_Thun_trk_1186",0.0,46.28913818,11.07944573
"Mollaro_Castel_Thun_trk_1187",0.0,46.28915013,11.07940723
"Mollaro_Castel_Thun_trk_1188",0.0,46.28916433,11.07936882
"Mollaro_Castel_Thun_trk_1189",0.0,46.28917634,11.07932708
"Mollaro_Castel_Thun_trk_1190",0.0,46.28919059,11.07928543
"Mollaro_Castel_Thun_trk_1191",0.0,46.28920254,11.07924693
"Mollaro_Castel_Thun_trk_1192",0.0,46.2892168,11.07920528
"Mollaro_Castel_Thun_trk_1193",0.0,46.28922881,11.07916354
"Mollaro_Castel_Thun_trk_1194",0.0,46.28924307,11.07912188
"Mollaro_Castel_Thun_trk_1195",0.0,46.28925739,11.07907699
"Mollaro_Castel_Thun_trk_1196",0.0,46.28927164,11.07903533
"Mollaro_Castel_Thun_trk_1197",0.0,46.28928596,11.07899043
"Mollaro_Castel_Thun_trk_1198",0.0,46.28930253,11.07894562
"Mollaro_Castel_Thun_trk_1199",0.0,46.28931684,11.07890072
"Mollaro_Castel_Thun_trk_1200",0.0,46.28933566,11.078856
"Mollaro_Castel_Thun_trk_1201",0.0,46.28935228,11.07880794
"Mollaro_Castel_Thun_trk_1202",0.0,46.28937115,11.07875997
"Mollaro_Castel_Thun_trk_1203",0.0,46.28939228,11.07871208
"Mollaro_Castel_Thun_trk_1204",0.0,46.28941357,11.07865447
"Mollaro_Castel_Thun_trk_1205",0.0,46.28943706,11.07860018
"Mollaro_Castel_Thun_trk_1206",0.0,46.28945593,11.07855221
"Mollaro_Castel_Thun_trk_1207",0.0,46.28947706,11.07850432
"Mollaro_Castel_Thun_trk_1208",0.0,46.28949812,11.07845968
"Mollaro_Castel_Thun_trk_1209",0.0,46.28951693,11.07841495
"Mollaro_Castel_Thun_trk_1210",0.0,46.28953794,11.07837355
"Mollaro_Castel_Thun_trk_1211",0.0,46.28955888,11.0783354
"Mollaro_Castel_Thun_trk_1212",0.0,46.28957988,11.078294
"Mollaro_Castel_Thun_trk_1213",0.0,46.28960089,11.0782526
"Mollaro_Castel_Thun_trk_1214",0.0,46.28962189,11.0782112
"Mollaro_Castel_Thun_trk_1215",0.0,46.28964514,11.07816989
"Mollaro_Castel_Thun_trk_1216",0.0,46.28967064,11.07812866
"Mollaro_Castel_Thun_trk_1217",0.0,46.2896962,11.07808418
"Mollaro_Castel_Thun_trk_1218",0.0,46.28972407,11.07803655
"Mollaro_Castel_Thun_trk_1219",0.0,46.28975418,11.07798901
"Mollaro_Castel_Thun_trk_1220",0.0,46.28979128,11.07792874
"Mollaro_Castel_Thun_trk_1221",0.0,46.2898282,11.07787821
"Mollaro_Castel_Thun_trk_1222",0.0,46.289865,11.07783416
"Mollaro_Castel_Thun_trk_1223",0.0,46.28990393,11.07779668
"Mollaro_Castel_Thun_trk_1224",0.0,46.2899428,11.07776245
"Mollaro_Castel_Thun_trk_1225",0.0,46.28998156,11.07773471
"Mollaro_Castel_Thun_trk_1226",0.0,46.29002031,11.07770696
"Mollaro_Castel_Thun_trk_1227",0.0,46.2900612,11.07768579
"Mollaro_Castel_Thun_trk_1228",0.0,46.29010433,11.0776647
"Mollaro_Castel_Thun_trk_1229",0.0,46.29014747,11.07764361
"Mollaro_Castel_Thun_trk_1230",0.0,46.29019054,11.07762577
"Mollaro_Castel_Thun_trk_1231",0.0,46.29023592,11.07760476
"Mollaro_Castel_Thun_trk_1232",0.0,46.29025864,11.07759264
"Mollaro_Castel_Thun_trk_1233",0.0,46.29028356,11.07758384
"Mollaro_Castel_Thun_trk_1234",0.0,46.29030628,11.07757172
"Mollaro_Castel_Thun_trk_1235",0.0,46.29033125,11.07755968
"Mollaro_Castel_Thun_trk_1236",0.0,46.29035627,11.0775444
"Mollaro_Castel_Thun_trk_1237",0.0,46.29038124,11.07753236
"Mollaro_Castel_Thun_trk_1238",0.0,46.29040627,11.07751708
"Mollaro_Castel_Thun_trk_1239",0.0,46.29043355,11.07750188
"Mollaro_Castel_Thun_trk_1240",0.0,46.29046999,11.0774773
"Mollaro_Castel_Thun_trk_1241",0.0,46.29050408,11.07745911
"Mollaro_Castel_Thun_trk_1242",0.0,46.2905381,11.07744417
"Mollaro_Castel_Thun_trk_1243",0.0,46.29056987,11.07742914
"Mollaro_Castel_Thun_trk_1244",0.0,46.29060159,11.07741736
"Mollaro_Castel_Thun_trk_1245",0.0,46.29063105,11.07740549
"Mollaro_Castel_Thun_trk_1246",0.0,46.29066052,11.07739362
"Mollaro_Castel_Thun_trk_1247",0.0,46.29068768,11.07738491
"Mollaro_Castel_Thun_trk_1248",0.0,46.29071714,11.07737304
"Mollaro_Castel_Thun_trk_1249",0.0,46.29074436,11.07736109
"Mollaro_Castel_Thun_trk_1250",0.0,46.29077383,11.07734922
"Mollaro_Castel_Thun_trk_1251",0.0,46.29080341,11.07733086
"Mollaro_Castel_Thun_trk_1252",0.0,46.290833,11.07731251
"Mollaro_Castel_Thun_trk_1253",0.0,46.29086489,11.07729099
"Mollaro_Castel_Thun_trk_1254",0.0,46.29089684,11.07726624
"Mollaro_Castel_Thun_trk_1255",0.0,46.29093334,11.07723841
"Mollaro_Castel_Thun_trk_1256",0.0,46.29096506,11.07722662
"Mollaro_Castel_Thun_trk_1257",0.0,46.29099683,11.07721159
"Mollaro_Castel_Thun_trk_1258",0.0,46.29102855,11.07719981
"Mollaro_Castel_Thun_trk_1259",0.0,46.29106026,11.07718803
"Mollaro_Castel_Thun_trk_1260",0.0,46.29108973,11.07717616
"Mollaro_Castel_Thun_trk_1261",0.0,46.29112138,11.07716762
"Mollaro_Castel_Thun_trk_1262",0.0,46.29115079,11.07715899
"Mollaro_Castel_Thun_trk_1263",0.0,46.29118239,11.0771537
"Mollaro_Castel_Thun_trk_1264",0.0,46.29120943,11.07715147
"Mollaro_Castel_Thun_trk_1265",0.0,46.29123866,11.07715258
"Mollaro_Castel_Thun_trk_1266",0.0,46.29126552,11.07716009
