"@id";"@lat";"@lon";"name";"hiking"
904489277;45.9978734;11.025294;;"yes"
904489291;45.9892249;11.0363244;;"yes"
904489346;45.9890693;11.0309673;;"yes"
904489372;45.9890008;11.0350493;;"yes"
905072314;46.1732014;11.5989924;"Passo Socede";"yes"
905072972;46.1686239;11.6025225;;"yes"
905073782;46.1649154;11.5808342;"Forcella Magna";"yes"
905074060;46.163823;11.5860132;;"yes"
906715402;46.4965388;11.1730332;;
906715483;46.4885515;11.1807077;"Trivio";
906715613;46.4933959;11.1722747;"Trosi";
906715684;46.4887901;11.1766128;;
906856239;45.8434257;10.570112;"ponte della Scaletta";"yes"
906918702;46.2918222;11.5681315;;"yes"
906918707;46.2930625;11.5616164;;"yes"
906918818;46.2916579;11.5677022;;"yes"
906918890;46.2918694;11.5682702;;"yes"
919133036;46.1051273;10.6546097;;"yes"
919133126;46.1087886;10.644096;;"yes"
919133172;46.1060696;10.6503983;;"yes"
919133243;46.1043332;10.6619736;;"yes"
919133272;46.1075201;10.6259202;;"yes"
926437316;45.8711461;10.815806;;"yes"
926437339;45.8656783;10.8064501;;"yes"
926437358;45.8697579;10.819406;;"yes"
926437411;45.8702583;10.8132791;;"yes"
927013404;46.0890713;11.1299303;;
929126466;46.4771108;11.6638281;"Rifugio Antermoia";
929127767;46.4772797;11.6639925;;
930022391;45.844642;10.611002;"ponte Regà";"yes"
930027546;45.8296075;10.5928307;;"yes"
935634978;45.9054653;10.9737896;;
935634999;45.9190423;10.9797379;;
935635019;45.9104333;10.947193;;
935635131;45.9157229;10.9799958;;
935635164;45.9221627;10.9711115;;
935635228;45.9222036;10.9795883;;
935635367;45.9120265;10.9775405;;
935635396;45.9175064;10.9806509;;
935635457;45.9178653;10.9561837;;
935635490;45.9035501;10.9505999;;
935635585;45.917269;10.957258;;
944074237;45.9273218;10.7776331;;"yes"
944074524;45.9289115;10.7701955;;"yes"
944074546;45.9235612;10.7820628;;"yes"
944074604;45.9279363;10.7659653;"Bocca di Trat";"yes"
945028019;46.2516546;11.8227723;;"yes"
945275826;46.2494287;11.8145712;;"yes"
945276002;46.2389139;11.8478098;;"yes"
945276255;46.2467165;11.8470956;;"yes"
945276273;46.2553107;11.8422707;;"yes"
946944905;46.3101616;11.8201318;;"yes"
946945159;46.3320251;11.8074681;"Forcella Venegia";"yes"
973572517;45.783195;10.992457;;"yes"
974590304;45.9702213;10.9340398;"località Lavini Dro";"yes"
979723068;46.0914725;11.1284464;;"yes"
979927777;46.0820759;11.1488962;;"yes"
979927807;46.0819807;11.1502615;;"yes"
979927822;46.0892795;11.1340674;;"yes"
979927830;46.081488;11.1545944;;"yes"
979927838;46.0895109;11.1334537;;"yes"
979927892;46.0818296;11.1539177;;"yes"
979927923;46.0848117;11.1381323;;"yes"
979927932;46.0821225;11.1415457;;"yes"
979927983;46.080598;11.1479292;;"yes"
979927985;46.0818192;11.1464874;;"yes"
987820981;46.0923165;11.1372137;;"yes"
987821091;46.0897501;11.140369;;"yes"
996210548;46.0912979;11.1285148;;"yes"
