,latitude,longitude,brand,operator,locality,fuel:lpg,address
114,45.9362388,10.639013400000001,Eni,Armani Abramo & C. S.N.C.,PIEVE DI BONO,,"Agip Eni, SS237, Pieve di Bono-Prezzo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38085, Italia"
115,46.321343299999995,10.8411518,Eni,Ravelli Silvano,COMMEZZADURA,,"Agip Eni, SS42, Commezzadura, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38025, Italia"
116,46.290763899999995,11.4545815,Eni,Camelo Service di Dellasega Riccardo,CAVALESE,,"Agip Eni, Via Trento, Carano, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
117,46.0075426,11.127082000000001,Retitalia,Adami Armando e C. S.A.S.,TRENTO,,"Retitalia, Via Nazionale, Maso Pez, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
118,46.304635,11.5951134,Eni,Camelo Service di Dellasega Riccardo,PREDAZZO,yes,"Eni, Via Fiamme Gialle, Predazzo, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38037, Italia"
119,46.1864594,11.0741941,Tamoil,Mottes Renzo & C. S.N.C.,FAI DELLA PAGANELLA,,"Tamoil, Via Trento, Fai della Paganella, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38017, Italia"
120,46.0384428,11.1230431,Eni,"Petrol-airport S.A.S. di Degasperi Diego, Tomasi Luca & C.",TRENTO,,"Man Malpensada, Madonna Bianca, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, Italia"
121,46.2278962,10.826080300000001,Eni,Polchi S.N.C. di Paolo Pollini & Mattia Chiodega,PINZOLO,,"Agip Madonna Campiglio, Via Adamello, Pinzolo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38095, Italia"
122,46.436724700000006,11.139903,Esso,Zucol Pietro,FONDO,,"Esso, Via Palade, Maso Topa, Fondo, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38013, Italia"
123,46.04802479999999,11.1376817,Eni,Zanotelli Gherardo,TRENTO,,"Agip Villazzano, 29, Via Asiago, Cernidor, San Bartolameo, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
124,46.366646100000004,11.649587599999998,Eni,Dezulian Alessio,MOENA,,"Agip, SS48, Moena, Comun General de Fascia, Trento, Trentino-Alto Adige/Südtirol, 38035, Italia"
125,46.2856645,11.038368199999999,Eni,Energy di Iob Franca,CUNEVO,,"Agip, Via Provinciale, Contà, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38019, Italia"
126,46.30000220000001,11.4515294,Nord Petroli,Gruppo Nord Petroli S.R.L.,DAIANO,,"Gruppo Nord Petroli, Via San Tommaso, Malga Cùgola alta, Daiano, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
127,46.3000612,11.4514869,Nord Petroli,,DAIANO,,"Gruppo Nord Petroli, Via San Tommaso, Malga Cùgola alta, Daiano, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
128,45.996838200000006,10.6912666,,,BONDO,,"L'angolo della pizza, SS237, Doss, Sella Giudicarie, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38087, Italia"
129,46.03816,10.7266475,Esso,Scandolari Giuliano,TIONE DI TRENTO,,"Esso, Via Durone, Tione di Trento, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38979, Italia"
130,46.0623539,11.500987599999998,Repsol,De.Ko S.A.S. di Kovacevic Esed,SCURELLE,yes,"Repsol, Via della Palanca, Castellare, Pagela, Scurelle, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38059, Italia"
131,46.3676941,11.076705699999998,Repsol,Inama Danilo e Paternoster Emanuela Snc,SANZENO,,"Repsol, Via Rezia, Sanzeno, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38028, Italia"
132,46.167786,11.004382099999999,Eni,Ghezzi Lorenzo,ANDALO,,"Agip, Viale Trento, Andalo, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
133,45.9473079,10.618179699999999,Eni,Pellizzari Rinaldo,DAONE,,"Agip Eni, SP27, Daone, Valdaone, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38091, Italia"
134,46.0306554,10.724327699999998,Total Erg,Autofficina Valentini S.R.L.,TIONE DI TRENTO,,"Autofficina Valentini, Via Trento, Tione di Trento, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38079, Italia"
135,45.7573822,10.999468400000001,,Ferrari Attilio,ALA,,"Ferrari Attilio, Via Nazionale del Brennero, Ala, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38061, Italia"
136,45.9438451,10.641973199999999,IP,Lolli Elvio,PIEVE DI BONO,,"IP, SS237, Pieve di Bono-Prezzo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38085, Italia"
137,46.069294899999996,11.482645,,Burlon Altenio e Burlon Diego S.N.C.,TELVE,,"Burlon Altenio e Burlon Diego S.N.C., Località Nale, Nale, Batistoti, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38050, Italia"
138,45.7945715,11.107082499999999,Q8,Zendri Mirko,VALLARSA,,"Q8, SS46, Vallarsa, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, Italia"
139,46.0686516,11.625511099999999,,Fratelli Pasqualin S.N.C. di Pasqualin Gianluca e Clara,CASTELLO TESINO,,"Fratelli Pasqualin S.N.C. di Pasqualin Gianluca e Clara, SP78, Castello Tesino, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38053, Italia"
140,46.4425891,11.0153238,Repsol,Fanti Milva,RUMO,,"Repsol, Strada forestale Masi Bassi, Rumo, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, Italia"
141,45.803424799999995,11.0191712,Esso,Campion Marco e C. S.A.S.,ALA,yes,"Esso, Via Nazionale del Brennero, Ala, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38061, Italia"
