"arrival_time","departure_time","stop_id","trip_headsign"
"06:25:00","06:25:00",73,"Lavis Rosmini Segantini"
"06:26:00","06:26:00",75,"Lavis Rosmini Segantini"
"06:27:00","06:27:00",4,"Lavis Rosmini Segantini"
"06:29:00","06:29:00",77,"Lavis Rosmini Segantini"
"06:30:00","06:30:00",81,"Lavis Rosmini Segantini"
"06:31:00","06:31:00",80,"Lavis Rosmini Segantini"
"06:45:00","06:45:00",73,"Lavis Rosmini Segantini"
"06:46:00","06:46:00",75,"Lavis Rosmini Segantini"
"06:47:00","06:47:00",4,"Lavis Rosmini Segantini"
"06:49:00","06:49:00",77,"Lavis Rosmini Segantini"
"06:50:00","06:50:00",81,"Lavis Rosmini Segantini"
"06:51:00","06:51:00",80,"Lavis Rosmini Segantini"
"06:26:00","06:26:00",247,"Oltrecastello"
"06:28:00","06:28:00",407,"Oltrecastello"
"06:30:00","06:30:00",444,"Oltrecastello"
"06:31:00","06:31:00",165,"Oltrecastello"
"06:33:00","06:33:00",166,"Oltrecastello"
"06:33:00","06:33:00",2927,"Oltrecastello"
"06:34:00","06:34:00",450,"Oltrecastello"
"06:36:00","06:36:00",452,"Oltrecastello"
"06:37:00","06:37:00",174,"Oltrecastello"
"06:38:00","06:38:00",145,"Oltrecastello"
"06:39:00","06:39:00",147,"Oltrecastello"
"06:40:00","06:40:00",149,"Oltrecastello"
"06:41:00","06:41:00",188,"Oltrecastello"
"06:42:00","06:42:00",215,"Oltrecastello"
"06:42:00","06:42:00",183,"Oltrecastello"
"06:43:00","06:43:00",186,"Oltrecastello"
"06:43:00","06:43:00",185,"Oltrecastello"
"06:44:00","06:44:00",190,"Oltrecastello"
"06:45:00","06:45:00",181,"Oltrecastello"
"06:45:00","06:45:00",179,"Oltrecastello"
"06:46:00","06:46:00",243,"Oltrecastello"
"06:48:00","06:48:00",9,"Oltrecastello"
"06:50:00","06:50:00",161,"Oltrecastello"
"07:44:00","07:44:00",247,"Oltrecastello"
"07:46:00","07:46:00",407,"Oltrecastello"
"07:48:00","07:48:00",444,"Oltrecastello"
"07:49:00","07:49:00",165,"Oltrecastello"
"07:51:00","07:51:00",166,"Oltrecastello"
"07:51:00","07:51:00",2927,"Oltrecastello"
"07:52:00","07:52:00",450,"Oltrecastello"
"07:54:00","07:54:00",452,"Oltrecastello"
"07:55:00","07:55:00",174,"Oltrecastello"
"07:56:00","07:56:00",145,"Oltrecastello"
"07:57:00","07:57:00",147,"Oltrecastello"
"07:58:00","07:58:00",149,"Oltrecastello"
"07:59:00","07:59:00",188,"Oltrecastello"
"08:00:00","08:00:00",215,"Oltrecastello"
"08:00:00","08:00:00",183,"Oltrecastello"
"08:01:00","08:01:00",186,"Oltrecastello"
"08:01:00","08:01:00",185,"Oltrecastello"
"08:02:00","08:02:00",190,"Oltrecastello"
"08:03:00","08:03:00",181,"Oltrecastello"
"08:03:00","08:03:00",179,"Oltrecastello"
"08:04:00","08:04:00",243,"Oltrecastello"
"08:06:00","08:06:00",9,"Oltrecastello"
"08:08:00","08:08:00",161,"Oltrecastello"
"08:13:00","08:13:00",247,"Oltrecastello"
"08:15:00","08:15:00",407,"Oltrecastello"
"08:17:00","08:17:00",444,"Oltrecastello"
"08:18:00","08:18:00",165,"Oltrecastello"
"08:20:00","08:20:00",166,"Oltrecastello"
"08:20:00","08:20:00",2927,"Oltrecastello"
"08:21:00","08:21:00",450,"Oltrecastello"
"08:23:00","08:23:00",452,"Oltrecastello"
"08:24:00","08:24:00",174,"Oltrecastello"
"08:25:00","08:25:00",145,"Oltrecastello"
"08:26:00","08:26:00",147,"Oltrecastello"
"08:27:00","08:27:00",149,"Oltrecastello"
"08:28:00","08:28:00",188,"Oltrecastello"
"08:29:00","08:29:00",215,"Oltrecastello"
"08:29:00","08:29:00",183,"Oltrecastello"
"08:30:00","08:30:00",186,"Oltrecastello"
"08:30:00","08:30:00",185,"Oltrecastello"
"08:31:00","08:31:00",190,"Oltrecastello"
"08:32:00","08:32:00",181,"Oltrecastello"
"08:32:00","08:32:00",179,"Oltrecastello"
"08:33:00","08:33:00",243,"Oltrecastello"
"08:35:00","08:35:00",9,"Oltrecastello"
"08:37:00","08:37:00",161,"Oltrecastello"
"07:24:00","07:24:00",247,"Villamontagna P.Predaroi"
"07:26:00","07:26:00",407,"Villamontagna P.Predaroi"
"07:28:00","07:28:00",444,"Villamontagna P.Predaroi"
"07:29:00","07:29:00",165,"Villamontagna P.Predaroi"
"07:31:00","07:31:00",166,"Villamontagna P.Predaroi"
"07:31:00","07:31:00",2927,"Villamontagna P.Predaroi"
"07:32:00","07:32:00",450,"Villamontagna P.Predaroi"
"07:34:00","07:34:00",452,"Villamontagna P.Predaroi"
"07:35:00","07:35:00",174,"Villamontagna P.Predaroi"
"07:36:00","07:36:00",222,"Villamontagna P.Predaroi"
"07:37:00","07:37:00",220,"Villamontagna P.Predaroi"
"07:38:00","07:38:00",24,"Villamontagna P.Predaroi"
"07:40:00","07:40:00",26,"Villamontagna P.Predaroi"
"07:41:00","07:41:00",28,"Villamontagna P.Predaroi"
"07:42:00","07:42:00",22,"Villamontagna P.Predaroi"
"07:43:00","07:43:00",30,"Villamontagna P.Predaroi"
"07:43:00","07:43:00",18,"Villamontagna P.Predaroi"
"07:44:00","07:44:00",20,"Villamontagna P.Predaroi"
"07:44:00","07:44:00",252,"Villamontagna P.Predaroi"
"07:45:00","07:45:00",248,"Villamontagna P.Predaroi"
"07:46:00","07:46:00",250,"Villamontagna P.Predaroi"
"07:48:00","07:48:00",478,"Villamontagna P.Predaroi"
"07:49:00","07:49:00",477,"Villamontagna P.Predaroi"
"06:29:00","06:29:00",247,"Villamontagna P.Predaroi"
"06:31:00","06:31:00",407,"Villamontagna P.Predaroi"
"06:33:00","06:33:00",444,"Villamontagna P.Predaroi"
"06:34:00","06:34:00",165,"Villamontagna P.Predaroi"
"06:36:00","06:36:00",166,"Villamontagna P.Predaroi"
"06:36:00","06:36:00",2927,"Villamontagna P.Predaroi"
"06:37:00","06:37:00",450,"Villamontagna P.Predaroi"
"06:39:00","06:39:00",452,"Villamontagna P.Predaroi"
"06:40:00","06:40:00",174,"Villamontagna P.Predaroi"
"06:41:00","06:41:00",222,"Villamontagna P.Predaroi"
"06:42:00","06:42:00",220,"Villamontagna P.Predaroi"
"06:43:00","06:43:00",24,"Villamontagna P.Predaroi"
"06:45:00","06:45:00",26,"Villamontagna P.Predaroi"
"06:46:00","06:46:00",28,"Villamontagna P.Predaroi"
"06:47:00","06:47:00",22,"Villamontagna P.Predaroi"
"06:48:00","06:48:00",30,"Villamontagna P.Predaroi"
"06:48:00","06:48:00",18,"Villamontagna P.Predaroi"
"06:49:00","06:49:00",20,"Villamontagna P.Predaroi"
"06:49:00","06:49:00",252,"Villamontagna P.Predaroi"
"06:50:00","06:50:00",248,"Villamontagna P.Predaroi"
"06:51:00","06:51:00",250,"Villamontagna P.Predaroi"
"06:53:00","06:53:00",478,"Villamontagna P.Predaroi"
"06:54:00","06:54:00",477,"Villamontagna P.Predaroi"
"12:09:00","12:09:00",247,"Villamontagna P.Predaroi"
"12:11:00","12:11:00",407,"Villamontagna P.Predaroi"
"12:13:00","12:13:00",444,"Villamontagna P.Predaroi"
"12:14:00","12:14:00",165,"Villamontagna P.Predaroi"
"12:16:00","12:16:00",166,"Villamontagna P.Predaroi"
"12:16:00","12:16:00",2927,"Villamontagna P.Predaroi"
"12:17:00","12:17:00",450,"Villamontagna P.Predaroi"
"12:19:00","12:19:00",452,"Villamontagna P.Predaroi"
"12:20:00","12:20:00",174,"Villamontagna P.Predaroi"
"12:21:00","12:21:00",222,"Villamontagna P.Predaroi"
"12:22:00","12:22:00",220,"Villamontagna P.Predaroi"
"12:23:00","12:23:00",24,"Villamontagna P.Predaroi"
"12:25:00","12:25:00",26,"Villamontagna P.Predaroi"
"12:26:00","12:26:00",28,"Villamontagna P.Predaroi"
"12:27:00","12:27:00",22,"Villamontagna P.Predaroi"
"12:28:00","12:28:00",30,"Villamontagna P.Predaroi"
"12:28:00","12:28:00",18,"Villamontagna P.Predaroi"
"12:29:00","12:29:00",20,"Villamontagna P.Predaroi"
"12:29:00","12:29:00",252,"Villamontagna P.Predaroi"
"12:30:00","12:30:00",248,"Villamontagna P.Predaroi"
"12:31:00","12:31:00",250,"Villamontagna P.Predaroi"
"12:33:00","12:33:00",478,"Villamontagna P.Predaroi"
"12:34:00","12:34:00",477,"Villamontagna P.Predaroi"
"07:19:00","07:19:00",247,"Oltrecastello"
"07:21:00","07:21:00",407,"Oltrecastello"
"07:23:00","07:23:00",444,"Oltrecastello"
"07:24:00","07:24:00",165,"Oltrecastello"
"07:26:00","07:26:00",166,"Oltrecastello"
"07:26:00","07:26:00",2927,"Oltrecastello"
"07:27:00","07:27:00",450,"Oltrecastello"
"07:29:00","07:29:00",452,"Oltrecastello"
"07:30:00","07:30:00",174,"Oltrecastello"
"07:31:00","07:31:00",145,"Oltrecastello"
"07:32:00","07:32:00",147,"Oltrecastello"
"07:33:00","07:33:00",149,"Oltrecastello"
"07:34:00","07:34:00",188,"Oltrecastello"
"07:35:00","07:35:00",215,"Oltrecastello"
"07:35:00","07:35:00",183,"Oltrecastello"
"07:36:00","07:36:00",186,"Oltrecastello"
"07:36:00","07:36:00",185,"Oltrecastello"
"07:37:00","07:37:00",190,"Oltrecastello"
"07:38:00","07:38:00",181,"Oltrecastello"
"07:38:00","07:38:00",179,"Oltrecastello"
"07:39:00","07:39:00",243,"Oltrecastello"
"07:41:00","07:41:00",9,"Oltrecastello"
"07:43:00","07:43:00",161,"Oltrecastello"
"07:06:00","07:06:00",247,"Oltrecastello"
"07:08:00","07:08:00",407,"Oltrecastello"
"07:10:00","07:10:00",444,"Oltrecastello"
"07:11:00","07:11:00",165,"Oltrecastello"
"07:13:00","07:13:00",166,"Oltrecastello"
"07:13:00","07:13:00",2927,"Oltrecastello"
"07:14:00","07:14:00",450,"Oltrecastello"
"07:16:00","07:16:00",452,"Oltrecastello"
"07:17:00","07:17:00",174,"Oltrecastello"
"07:18:00","07:18:00",145,"Oltrecastello"
"07:19:00","07:19:00",147,"Oltrecastello"
"07:20:00","07:20:00",149,"Oltrecastello"
"07:21:00","07:21:00",188,"Oltrecastello"
"07:22:00","07:22:00",215,"Oltrecastello"
"07:22:00","07:22:00",183,"Oltrecastello"
"07:23:00","07:23:00",186,"Oltrecastello"
"07:23:00","07:23:00",185,"Oltrecastello"
"07:24:00","07:24:00",190,"Oltrecastello"
"07:25:00","07:25:00",181,"Oltrecastello"
"07:25:00","07:25:00",179,"Oltrecastello"
"07:26:00","07:26:00",243,"Oltrecastello"
"07:28:00","07:28:00",9,"Oltrecastello"
"07:30:00","07:30:00",161,"Oltrecastello"
"07:20:00","07:20:00",247,"Verona Menguzzato"
"07:22:00","07:22:00",407,"Verona Menguzzato"
"07:24:00","07:24:00",404,"Verona Menguzzato"
"07:25:00","07:25:00",348,"Verona Menguzzato"
"07:26:00","07:26:00",413,"Verona Menguzzato"
"07:27:00","07:27:00",414,"Verona Menguzzato"
"07:30:00","07:30:00",314,"Verona Menguzzato"
"07:32:00","07:32:00",320,"Verona Menguzzato"
"07:33:00","07:33:00",318,"Verona Menguzzato"
"07:34:00","07:34:00",316,"Verona Menguzzato"
"07:35:00","07:35:00",460,"Verona Menguzzato"
"05:36:00","05:36:00",12,"Gardolo P.Le Neufahrn Sud"
"05:37:00","05:37:00",13,"Gardolo P.Le Neufahrn Sud"
"05:37:00","05:37:00",429,"Gardolo P.Le Neufahrn Sud"
"05:38:00","05:38:00",52,"Gardolo P.Le Neufahrn Sud"
"08:11:00","08:11:00",63,"Travai Piazza Fiera"
"08:12:00","08:12:00",51,"Travai Piazza Fiera"
"08:13:00","08:13:00",55,"Travai Piazza Fiera"
"08:14:00","08:14:00",53,"Travai Piazza Fiera"
"08:15:00","08:15:00",64,"Travai Piazza Fiera"
"08:16:00","08:16:00",289,"Travai Piazza Fiera"
"08:17:00","08:17:00",288,"Travai Piazza Fiera"
"08:19:00","08:19:00",291,"Travai Piazza Fiera"
"08:20:00","08:20:00",296,"Travai Piazza Fiera"
"08:21:00","08:21:00",295,"Travai Piazza Fiera"
"08:22:00","08:22:00",298,"Travai Piazza Fiera"
"08:24:00","08:24:00",420,"Travai Piazza Fiera"
"08:24:00","08:24:00",421,"Travai Piazza Fiera"
"08:25:00","08:25:00",247,"Travai Piazza Fiera"
"08:27:00","08:27:00",407,"Travai Piazza Fiera"
"08:29:00","08:29:00",444,"Travai Piazza Fiera"
"08:30:00","08:30:00",2405,"Travai Piazza Fiera"
"08:29:00","08:29:00",247,"Oltrecastello"
"08:31:00","08:31:00",407,"Oltrecastello"
"08:33:00","08:33:00",444,"Oltrecastello"
"08:34:00","08:34:00",165,"Oltrecastello"
"08:36:00","08:36:00",166,"Oltrecastello"
"08:36:00","08:36:00",2927,"Oltrecastello"
"08:37:00","08:37:00",450,"Oltrecastello"
"08:39:00","08:39:00",452,"Oltrecastello"
"08:40:00","08:40:00",174,"Oltrecastello"
"08:41:00","08:41:00",145,"Oltrecastello"
"08:42:00","08:42:00",147,"Oltrecastello"
"08:43:00","08:43:00",149,"Oltrecastello"
"08:44:00","08:44:00",188,"Oltrecastello"
"08:45:00","08:45:00",215,"Oltrecastello"
"08:45:00","08:45:00",183,"Oltrecastello"
"08:46:00","08:46:00",186,"Oltrecastello"
"08:46:00","08:46:00",185,"Oltrecastello"
"08:47:00","08:47:00",190,"Oltrecastello"
"08:48:00","08:48:00",181,"Oltrecastello"
"08:48:00","08:48:00",179,"Oltrecastello"
"08:49:00","08:49:00",243,"Oltrecastello"
"08:51:00","08:51:00",9,"Oltrecastello"
"08:53:00","08:53:00",161,"Oltrecastello"
"09:29:00","09:29:00",247,"Oltrecastello"
"09:31:00","09:31:00",407,"Oltrecastello"
"09:33:00","09:33:00",444,"Oltrecastello"
"09:34:00","09:34:00",165,"Oltrecastello"
"09:36:00","09:36:00",166,"Oltrecastello"
"09:36:00","09:36:00",2927,"Oltrecastello"
"09:37:00","09:37:00",450,"Oltrecastello"
"09:39:00","09:39:00",452,"Oltrecastello"
"09:40:00","09:40:00",174,"Oltrecastello"
"09:41:00","09:41:00",145,"Oltrecastello"
"09:42:00","09:42:00",147,"Oltrecastello"
"09:43:00","09:43:00",149,"Oltrecastello"
"09:44:00","09:44:00",188,"Oltrecastello"
"09:45:00","09:45:00",215,"Oltrecastello"
"09:45:00","09:45:00",183,"Oltrecastello"
"09:46:00","09:46:00",186,"Oltrecastello"
"09:46:00","09:46:00",185,"Oltrecastello"
"09:47:00","09:47:00",190,"Oltrecastello"
"09:48:00","09:48:00",181,"Oltrecastello"
"09:48:00","09:48:00",179,"Oltrecastello"
"09:49:00","09:49:00",243,"Oltrecastello"
"09:51:00","09:51:00",9,"Oltrecastello"
"09:53:00","09:53:00",161,"Oltrecastello"
"10:29:00","10:29:00",247,"Oltrecastello"
"10:31:00","10:31:00",407,"Oltrecastello"
"10:33:00","10:33:00",444,"Oltrecastello"
"10:34:00","10:34:00",165,"Oltrecastello"
"10:36:00","10:36:00",166,"Oltrecastello"
"10:36:00","10:36:00",2927,"Oltrecastello"
"10:37:00","10:37:00",450,"Oltrecastello"
"10:39:00","10:39:00",452,"Oltrecastello"
"10:40:00","10:40:00",174,"Oltrecastello"
"10:41:00","10:41:00",145,"Oltrecastello"
"10:42:00","10:42:00",147,"Oltrecastello"
"10:43:00","10:43:00",149,"Oltrecastello"
"10:44:00","10:44:00",188,"Oltrecastello"
"10:45:00","10:45:00",215,"Oltrecastello"
"10:45:00","10:45:00",183,"Oltrecastello"
"10:46:00","10:46:00",186,"Oltrecastello"
"10:46:00","10:46:00",185,"Oltrecastello"
"10:47:00","10:47:00",190,"Oltrecastello"
"10:48:00","10:48:00",181,"Oltrecastello"
"10:48:00","10:48:00",179,"Oltrecastello"
"10:49:00","10:49:00",243,"Oltrecastello"
"10:51:00","10:51:00",9,"Oltrecastello"
"10:53:00","10:53:00",161,"Oltrecastello"
"11:29:00","11:29:00",247,"Oltrecastello"
"11:31:00","11:31:00",407,"Oltrecastello"
"11:33:00","11:33:00",444,"Oltrecastello"
"11:34:00","11:34:00",165,"Oltrecastello"
"11:36:00","11:36:00",166,"Oltrecastello"
"11:36:00","11:36:00",2927,"Oltrecastello"
"11:37:00","11:37:00",450,"Oltrecastello"
"11:39:00","11:39:00",452,"Oltrecastello"
"11:40:00","11:40:00",174,"Oltrecastello"
"11:41:00","11:41:00",145,"Oltrecastello"
"11:42:00","11:42:00",147,"Oltrecastello"
"11:43:00","11:43:00",149,"Oltrecastello"
"11:44:00","11:44:00",188,"Oltrecastello"
"11:45:00","11:45:00",215,"Oltrecastello"
"11:45:00","11:45:00",183,"Oltrecastello"
"11:46:00","11:46:00",186,"Oltrecastello"
"11:46:00","11:46:00",185,"Oltrecastello"
"11:47:00","11:47:00",190,"Oltrecastello"
"11:48:00","11:48:00",181,"Oltrecastello"
"11:48:00","11:48:00",179,"Oltrecastello"
"11:49:00","11:49:00",243,"Oltrecastello"
"11:51:00","11:51:00",9,"Oltrecastello"
"11:53:00","11:53:00",161,"Oltrecastello"
"12:29:00","12:29:00",247,"Oltrecastello"
"12:31:00","12:31:00",407,"Oltrecastello"
"12:33:00","12:33:00",444,"Oltrecastello"
"12:34:00","12:34:00",165,"Oltrecastello"
"12:36:00","12:36:00",166,"Oltrecastello"
"12:36:00","12:36:00",2927,"Oltrecastello"
"12:37:00","12:37:00",450,"Oltrecastello"
"12:39:00","12:39:00",452,"Oltrecastello"
"12:40:00","12:40:00",174,"Oltrecastello"
"12:41:00","12:41:00",145,"Oltrecastello"
"12:42:00","12:42:00",147,"Oltrecastello"
"12:43:00","12:43:00",149,"Oltrecastello"
"12:44:00","12:44:00",188,"Oltrecastello"
"12:45:00","12:45:00",215,"Oltrecastello"
"12:45:00","12:45:00",183,"Oltrecastello"
"12:46:00","12:46:00",186,"Oltrecastello"
"12:46:00","12:46:00",185,"Oltrecastello"
"12:47:00","12:47:00",190,"Oltrecastello"
"12:48:00","12:48:00",181,"Oltrecastello"
"12:48:00","12:48:00",179,"Oltrecastello"
"12:49:00","12:49:00",243,"Oltrecastello"
"12:51:00","12:51:00",9,"Oltrecastello"
"12:53:00","12:53:00",161,"Oltrecastello"
"13:29:00","13:29:00",247,"Oltrecastello"
"13:31:00","13:31:00",407,"Oltrecastello"
"13:33:00","13:33:00",444,"Oltrecastello"
"13:34:00","13:34:00",165,"Oltrecastello"
"13:36:00","13:36:00",166,"Oltrecastello"
"13:36:00","13:36:00",2927,"Oltrecastello"
"13:37:00","13:37:00",450,"Oltrecastello"
"13:39:00","13:39:00",452,"Oltrecastello"
"13:40:00","13:40:00",174,"Oltrecastello"
"13:41:00","13:41:00",145,"Oltrecastello"
"13:42:00","13:42:00",147,"Oltrecastello"
"13:43:00","13:43:00",149,"Oltrecastello"
"13:44:00","13:44:00",188,"Oltrecastello"
"13:45:00","13:45:00",215,"Oltrecastello"
"13:45:00","13:45:00",183,"Oltrecastello"
"13:46:00","13:46:00",186,"Oltrecastello"
"13:46:00","13:46:00",185,"Oltrecastello"
"13:47:00","13:47:00",190,"Oltrecastello"
"13:48:00","13:48:00",181,"Oltrecastello"
"13:48:00","13:48:00",179,"Oltrecastello"
"13:49:00","13:49:00",243,"Oltrecastello"
"13:51:00","13:51:00",9,"Oltrecastello"
"13:53:00","13:53:00",161,"Oltrecastello"
"14:29:00","14:29:00",247,"Oltrecastello"
"14:31:00","14:31:00",407,"Oltrecastello"
"14:33:00","14:33:00",444,"Oltrecastello"
"14:34:00","14:34:00",165,"Oltrecastello"
"14:36:00","14:36:00",166,"Oltrecastello"
"14:36:00","14:36:00",2927,"Oltrecastello"
"14:37:00","14:37:00",450,"Oltrecastello"
"14:39:00","14:39:00",452,"Oltrecastello"
"14:40:00","14:40:00",174,"Oltrecastello"
"14:41:00","14:41:00",145,"Oltrecastello"
"14:42:00","14:42:00",147,"Oltrecastello"
"14:43:00","14:43:00",149,"Oltrecastello"
"14:44:00","14:44:00",188,"Oltrecastello"
"14:45:00","14:45:00",215,"Oltrecastello"
"14:45:00","14:45:00",183,"Oltrecastello"
"14:46:00","14:46:00",186,"Oltrecastello"
"14:46:00","14:46:00",185,"Oltrecastello"
"14:47:00","14:47:00",190,"Oltrecastello"
"14:48:00","14:48:00",181,"Oltrecastello"
"14:48:00","14:48:00",179,"Oltrecastello"
"14:49:00","14:49:00",243,"Oltrecastello"
"14:51:00","14:51:00",9,"Oltrecastello"
"14:53:00","14:53:00",161,"Oltrecastello"
"15:29:00","15:29:00",247,"Oltrecastello"
"15:31:00","15:31:00",407,"Oltrecastello"
"15:33:00","15:33:00",444,"Oltrecastello"
"15:34:00","15:34:00",165,"Oltrecastello"
"15:36:00","15:36:00",166,"Oltrecastello"
"15:36:00","15:36:00",2927,"Oltrecastello"
"15:37:00","15:37:00",450,"Oltrecastello"
"15:39:00","15:39:00",452,"Oltrecastello"
"15:40:00","15:40:00",174,"Oltrecastello"
"15:41:00","15:41:00",145,"Oltrecastello"
"15:42:00","15:42:00",147,"Oltrecastello"
"15:43:00","15:43:00",149,"Oltrecastello"
"15:44:00","15:44:00",188,"Oltrecastello"
"15:45:00","15:45:00",215,"Oltrecastello"
"15:45:00","15:45:00",183,"Oltrecastello"
"15:46:00","15:46:00",186,"Oltrecastello"
"15:46:00","15:46:00",185,"Oltrecastello"
"15:47:00","15:47:00",190,"Oltrecastello"
"15:48:00","15:48:00",181,"Oltrecastello"
"15:48:00","15:48:00",179,"Oltrecastello"
"15:49:00","15:49:00",243,"Oltrecastello"
"15:51:00","15:51:00",9,"Oltrecastello"
"15:53:00","15:53:00",161,"Oltrecastello"
"16:29:00","16:29:00",247,"Oltrecastello"
"16:31:00","16:31:00",407,"Oltrecastello"
"16:33:00","16:33:00",444,"Oltrecastello"
"16:34:00","16:34:00",165,"Oltrecastello"
"16:36:00","16:36:00",166,"Oltrecastello"
"16:36:00","16:36:00",2927,"Oltrecastello"
"16:37:00","16:37:00",450,"Oltrecastello"
"16:39:00","16:39:00",452,"Oltrecastello"
"16:40:00","16:40:00",174,"Oltrecastello"
"16:41:00","16:41:00",145,"Oltrecastello"
"16:42:00","16:42:00",147,"Oltrecastello"
"16:43:00","16:43:00",149,"Oltrecastello"
"16:44:00","16:44:00",188,"Oltrecastello"
"16:45:00","16:45:00",215,"Oltrecastello"
"16:45:00","16:45:00",183,"Oltrecastello"
"16:46:00","16:46:00",186,"Oltrecastello"
"16:46:00","16:46:00",185,"Oltrecastello"
"16:47:00","16:47:00",190,"Oltrecastello"
"16:48:00","16:48:00",181,"Oltrecastello"
"16:48:00","16:48:00",179,"Oltrecastello"
"16:49:00","16:49:00",243,"Oltrecastello"
"16:51:00","16:51:00",9,"Oltrecastello"
"16:53:00","16:53:00",161,"Oltrecastello"
"17:29:00","17:29:00",247,"Oltrecastello"
"17:31:00","17:31:00",407,"Oltrecastello"
"17:33:00","17:33:00",444,"Oltrecastello"
"17:34:00","17:34:00",165,"Oltrecastello"
"17:36:00","17:36:00",166,"Oltrecastello"
"17:36:00","17:36:00",2927,"Oltrecastello"
"17:37:00","17:37:00",450,"Oltrecastello"
"17:39:00","17:39:00",452,"Oltrecastello"
"17:40:00","17:40:00",174,"Oltrecastello"
"17:41:00","17:41:00",145,"Oltrecastello"
"17:42:00","17:42:00",147,"Oltrecastello"
"17:43:00","17:43:00",149,"Oltrecastello"
"17:44:00","17:44:00",188,"Oltrecastello"
"17:45:00","17:45:00",215,"Oltrecastello"
"17:45:00","17:45:00",183,"Oltrecastello"
"17:46:00","17:46:00",186,"Oltrecastello"
"17:46:00","17:46:00",185,"Oltrecastello"
"17:47:00","17:47:00",190,"Oltrecastello"
"17:48:00","17:48:00",181,"Oltrecastello"
"17:48:00","17:48:00",179,"Oltrecastello"
"17:49:00","17:49:00",243,"Oltrecastello"
"17:51:00","17:51:00",9,"Oltrecastello"
"17:53:00","17:53:00",161,"Oltrecastello"
"18:29:00","18:29:00",247,"Oltrecastello"
"18:31:00","18:31:00",407,"Oltrecastello"
"18:33:00","18:33:00",444,"Oltrecastello"
"18:34:00","18:34:00",165,"Oltrecastello"
"18:36:00","18:36:00",166,"Oltrecastello"
"18:36:00","18:36:00",2927,"Oltrecastello"
"18:37:00","18:37:00",450,"Oltrecastello"
"18:39:00","18:39:00",452,"Oltrecastello"
"18:40:00","18:40:00",174,"Oltrecastello"
"18:41:00","18:41:00",145,"Oltrecastello"
"18:42:00","18:42:00",147,"Oltrecastello"
"18:43:00","18:43:00",149,"Oltrecastello"
"18:44:00","18:44:00",188,"Oltrecastello"
"18:45:00","18:45:00",215,"Oltrecastello"
"18:45:00","18:45:00",183,"Oltrecastello"
"18:46:00","18:46:00",186,"Oltrecastello"
"18:46:00","18:46:00",185,"Oltrecastello"
"18:47:00","18:47:00",190,"Oltrecastello"
"18:48:00","18:48:00",181,"Oltrecastello"
"18:48:00","18:48:00",179,"Oltrecastello"
"18:49:00","18:49:00",243,"Oltrecastello"
"18:51:00","18:51:00",9,"Oltrecastello"
"18:53:00","18:53:00",161,"Oltrecastello"
"19:29:00","19:29:00",247,"Oltrecastello"
"19:31:00","19:31:00",407,"Oltrecastello"
"19:33:00","19:33:00",444,"Oltrecastello"
"19:34:00","19:34:00",165,"Oltrecastello"
"19:36:00","19:36:00",166,"Oltrecastello"
"19:36:00","19:36:00",2927,"Oltrecastello"
"19:37:00","19:37:00",450,"Oltrecastello"
"19:39:00","19:39:00",452,"Oltrecastello"
"19:40:00","19:40:00",174,"Oltrecastello"
"19:41:00","19:41:00",145,"Oltrecastello"
"19:42:00","19:42:00",147,"Oltrecastello"
"19:43:00","19:43:00",149,"Oltrecastello"
"19:44:00","19:44:00",188,"Oltrecastello"
"19:45:00","19:45:00",215,"Oltrecastello"
"19:45:00","19:45:00",183,"Oltrecastello"
"19:46:00","19:46:00",186,"Oltrecastello"
"19:46:00","19:46:00",185,"Oltrecastello"
"19:47:00","19:47:00",190,"Oltrecastello"
"19:48:00","19:48:00",181,"Oltrecastello"
"19:48:00","19:48:00",179,"Oltrecastello"
"19:49:00","19:49:00",243,"Oltrecastello"
"19:51:00","19:51:00",9,"Oltrecastello"
"19:53:00","19:53:00",161,"Oltrecastello"
"20:29:00","20:29:00",247,"Oltrecastello"
"20:31:00","20:31:00",407,"Oltrecastello"
"20:33:00","20:33:00",444,"Oltrecastello"
"20:34:00","20:34:00",165,"Oltrecastello"
"20:36:00","20:36:00",166,"Oltrecastello"
"20:36:00","20:36:00",2927,"Oltrecastello"
"20:37:00","20:37:00",450,"Oltrecastello"
"20:39:00","20:39:00",452,"Oltrecastello"
"20:40:00","20:40:00",174,"Oltrecastello"
"20:41:00","20:41:00",145,"Oltrecastello"
"20:42:00","20:42:00",147,"Oltrecastello"
"20:43:00","20:43:00",149,"Oltrecastello"
"20:44:00","20:44:00",188,"Oltrecastello"
"20:45:00","20:45:00",215,"Oltrecastello"
"20:45:00","20:45:00",183,"Oltrecastello"
"20:46:00","20:46:00",186,"Oltrecastello"
"20:46:00","20:46:00",185,"Oltrecastello"
"20:47:00","20:47:00",190,"Oltrecastello"
"20:48:00","20:48:00",181,"Oltrecastello"
"20:48:00","20:48:00",179,"Oltrecastello"
"20:49:00","20:49:00",243,"Oltrecastello"
"20:51:00","20:51:00",9,"Oltrecastello"
"20:53:00","20:53:00",161,"Oltrecastello"
"08:49:00","08:49:00",247,"Oltrecastello"
"08:51:00","08:51:00",407,"Oltrecastello"
"08:53:00","08:53:00",444,"Oltrecastello"
"08:54:00","08:54:00",165,"Oltrecastello"
"08:56:00","08:56:00",166,"Oltrecastello"
"08:56:00","08:56:00",2927,"Oltrecastello"
