"stop_id";"stop_name";"stop_lat";"stop_lon"
611;"Ponte Alto";46.073949;11.150317
613;"Trento-Via Perini";46.060824;11.124153
614;"Civezzano-Centro Europa";46.083653;11.198164
615;"Civezzano-Quadrivio";46.090068;11.185168
616;"Civezzano";46.091869;11.183174
617;"Cirè-Superstrada";46.077733;11.204086
618;"Torchio";46.090705;11.197409
619;"Cogatti";46.093809;11.197015
620;"Seregnano";46.094472;11.200444
621;"Roverè";46.090452;11.193247
622;"Bampi Bivio";46.093747;11.190641
623;"Barbaniga";46.101736;11.18634
624;"S.Agnese";46.106351;11.183642
625;"S.Agnese Via Delle Scornie";46.106519;11.186159
626;"Mazzanigo";46.103635;11.189195
627;"Penedallo Via Alle Praderie";46.102875;11.191745
628;"Penedallo";46.101014;11.192553
629;"Bosco di Civezzano";46.111066;11.170991
630;"Bosco-Loc. Canova";46.113877;11.175541
632;"Torchio-S.P. 71";46.091408;11.198343
633;"Valle Fornace";46.111868;11.210363
634;"Fornace Bivio";46.119112;11.216117
636;"Fornace";46.118058;11.208113
637;"Fornace-Via Dei Pradolini 4";46.120275;11.208422
638;"S.Stefano";46.128531;11.21204
639;"Fornace-Maso Donati";46.120439;11.216456
640;"Lases";46.143536;11.218874
641;"Albiano-Via Roma Civ.35";46.143814;11.198966
642;"Albiano";46.144616;11.193779
643;"Albiano-Via S.Antonio Civ.54";46.146254;11.190465
644;"Albiano-Via S.Antonio Civ 90";46.148464;11.187406
646;"Lases-Civ. 30";46.144611;11.219172
647;"Lases-Loc. Ronc Del Mela";46.149542;11.221571
648;"Lona-Via Provinciale";46.156073;11.230504
649;"Lona";46.16039;11.234805
650;"Lona-Loc. Piazzole";46.162898;11.240964
651;"Sevignano";46.170787;11.247119
652;"Piazzo di Segonzano Bivio";46.180041;11.257966
653;"Scancio di Segonzano";46.187468;11.258374
654;"Scancio di Segonzano-Snack Bar";46.19189;11.259595
655;"Scancio di Segonzano Mad.Aiuto";46.196166;11.258614
656;"Gaggio/Gresta Bivio";46.207792;11.286819
657;"Valcava Bivio";46.217867;11.305176
658;"Sover-Bar Vittoria";46.221404;11.314764
660;"Sover-Loc. Mezauno";46.231131;11.318876
661;"Piscine";46.239914;11.32472
662;"Piscine-Loc. Grava";46.246752;11.332537
664;"Pradel";46.260328;11.35542
665;"Loc. Ronco";46.260433;11.384836
666;"Loc. Melae";46.263127;11.397791
667;"Stramentizzo-Bivio";46.266408;11.406559
669;"Pradel";46.262398;11.35542
670;"Scancio di Segonzano-Snack Bar";46.191607;11.258893
671;"Lases-Distributore Esso";46.150438;11.222695
672;"Lases-Pesa";46.143739;11.218683
673;"Pergine V.";46.061248;11.237033
675;"Pergine-Via Baratieri";46.063947;11.242777
676;"Pergine-Distr. Tamoil";46.06517;11.24743
677;"Zivignago";46.067276;11.252921
678;"Zivignago-Cons.S.Orsola";46.070153;11.257161
679;"Canezza-Maso Sleifer";46.076276;11.269737
682;"Canezza";46.076974;11.274491
683;"Canezza-Dif. Al Sole";46.080149;11.275946
684;"Canezza-Maso Dràzeri";46.084557;11.277669
685;"Viarago-Bivio";46.086386;11.277786
686;"Mala-Loc.Agnoletti";46.088686;11.279793
687;"Mala";46.09056;11.281513
688;"S.Orsola-Loc.Mantovani";46.095743;11.289216
689;"Stefani";46.09859;11.294205
690;"S.Orsola-Loc.Bertoldi";46.102573;11.298243
691;"S.Orsola";46.107693;11.30188
693;"S.Orsola-Loc.Donadi";46.111674;11.306197
694;"Bagni Terme di S.Orsola";46.113764;11.307889
695;"S.Orsola-Loc. Doss Martin";46.11467;11.3076
696;"Marcheli-Bivio Borti E Cont";46.117554;11.310066
697;"Fontanari-Maso Marcheli";46.119434;11.313238
698;"Fontanari";46.121169;11.316456
699;"Palù Del F.-Redebus";46.130238;11.340914
700;"Palù Del F.-Loc. Sigismondi";46.129804;11.344495
701;"Palù Del F.-Hotel Lagorai";46.129512;11.348876
703;"S.Orsola";46.107831;11.302005
708;"Moena-Hotel Campagnola";46.374003;11.665009
709;"Alpe Lusia";46.367804;11.686058
710;"Fango";46.368794;11.728398
711;"Fango-Alb. Negritella";46.374785;11.751966
712;"P.So S.Pellegrino-Segg.Cost.";46.378743;11.784393
713;"Passo S.Pellegrino-Ht.Arnika";46.378138;11.789632
714;"P.So S.Pellegrino-Chiesetta";46.378321;11.793369
715;"P.So S.Pellegrino-Fun.C.Mar.";46.379108;11.802051
716;"P.So S.Pellegrino-B. V.Freda";46.378808;11.813507
717;"Zingari";46.376208;11.820593
718;"Falcade Alto";46.355341;11.858411
719;"Falcade-Chiesa";46.354314;11.861698
720;"Falcade-Via Serafini";46.35506;11.866761
721;"Falcade";46.358372;11.872868
722;"Trento-Off.Conotter";46.075974;11.101123
723;"Trento-Via Brescia 4";46.070701;11.112276
724;"Montevideo";46.080369;11.098522
725;"Cadine";46.088572;11.064986
726;"Terlago Bivio";46.091545;11.055126
727;"Vigolo Baselga-Paese";46.081449;11.044965
731;"Vezzano-Bivio Val di Cavedine";46.071568;10.994704
734;"Padergnone";46.062089;10.988852
737;"Castel Toblino";46.056347;10.965437
739;"Sarche-Maso Caffaro";46.046073;10.945217
741;"Comano Terme";46.041193;10.88191
742;"Ponte Arche-Autost.";46.035587;10.873617
743;"Ponte Arche-Bel Sit";46.036219;10.864709
744;"Ponte Ragoli-Sp34 Dir. Ragoli";46.050484;10.785337
745;"Saone";46.042568;10.767069
748;"Ponte Ragoli-Ss.237-Dir. Saone";46.049764;10.785625
749;"Ragoli-Pez";46.051079;10.781306
750;"Ragoli";46.050974;10.776386
752;"Preore-Loc.Signor";46.044621;10.752413
754;"Zuclo Bivio-Segheria Tonello";46.038713;10.744446
755;"Bolbeno-Bivio";46.03397;10.735274
756;"Tione-Bar Arnò";46.034864;10.732481
757;"Tione-Autostazione";46.033132;10.726114
758;"Tione-Via Circonvallaz.";46.040222;10.727473
759;"Verdesina Bivio";46.056997;10.716268
760;"Villa Rendena";46.062476;10.712201
761;"Iavrè";46.068036;10.711738
762;"Iavrè-Artigianato";46.070709;10.713789
763;"Darè";46.075923;10.717568
764;"Vigo Rendena";46.078733;10.718957
765;"Vigo Rendena-Biv.Val S.Val.";46.082037;10.722143
767;"Pelugo-Artigianato";46.087762;10.725076
768;"Borzago";46.098857;10.734738
769;"Spiazzo Rendena";46.103133;10.737692
770;"Mortaso";46.106646;10.73986
771;"Spiazzo Rend.-Concess.Cozzio";46.110256;10.747428
772;"Strembo-Bivio Bocenago";46.118283;10.752807
774;"Caderzone";46.128901;10.756508
777;"Giustino-Hotell Royal";46.152049;10.766492
778;"Pinzolo";46.157164;10.765988
779;"Pinzolo-Funivie";46.163441;10.765458
780;"Carisolo";46.16932;10.764149
781;"Carisolo-Pinemonte Basso";46.188013;10.772362
782;"S.Antonio di M.-Camping Faè";46.185864;10.779174
783;"S.Antonio di M.-Biv.V.Nambr.";46.188184;10.777525
784;"S.Antonio di M.-Vigili Fuoco";46.190111;10.78614
785;"S.Antonio di Mavignola";46.191315;10.789134
786;"S.Antonio di M.-Rio Fornas";46.193908;10.795957
789;"S.Antonio di M.-Mumble Fratè";46.200599;10.804013
790;"Madonna di C.-Loc.Fontanella";46.208856;10.820246
792;"Madonna di C.-Hotel Betulla";46.220872;10.822457
795;"M.Campiglio Des Alpes";46.230343;10.827885
796;"M.Campiglio Pradalago";46.234031;10.826079
797;"Madonna di C.-Hotel Dahu";46.234409;10.823829
798;"M.Campiglio Brenta Alta";46.231942;10.826145
800;"Funivia Grostè";46.236312;10.835363
801;"Campo Carlomagno";46.242978;10.840032
803;"Campo Carlomagno";46.243225;10.840253
804;"Funivia Grostè";46.236409;10.835464
805;"S.Massenza";46.065484;10.980462
807;"Madonna di C.-Loc.Fontanella";46.208587;10.819861
808;"S.Antonio di M.-Mumble Fratè";46.200492;10.803664
809;"S.Antonio di Mavignola";46.191346;10.788902
811;"S.Antonio di M.-Vigili Fuoco";46.19003;10.785593
812;"S.Antonio di M.-Biv.V.Nambr.";46.188256;10.778149
813;"S.Antonio di M.-Camping Faè";46.185659;10.778454
814;"Carisolo";46.169099;10.763891
815;"Pinzolo-Funivie";46.163723;10.765273
816;"Giustino-Hotel Royal";46.153492;10.766254
817;"Strembo-Bivio Bocenago";46.118149;10.752738
818;"Spiazzo Rend.-Conc.Cozzio";46.110693;10.747687
819;"Mortaso";46.106524;10.739585
820;"Spiazzo Rendena";46.102588;10.736821
821;"Borzago";46.098884;10.73479
822;"Pelugo-Artigianato";46.08802;10.725278
823;"Vigo Rendena-Biv.Val S.Val.";46.082368;10.722321
824;"Vigo Rendena";46.078901;10.719153
825;"Darè";46.075878;10.717528
826;"Iavrè";46.068841;10.711465
827;"Verdesina Bivio";46.056766;10.716638
829;"Tione-Via Circonvallaz.";46.040014;10.727518
830;"Terlago";46.097757;11.04474
831;"Covelo Bivio";46.098388;11.022717
832;"Covelo-Via N.Pooli";46.096643;11.018074
833;"Covelo";46.09829;11.019005
834;"Maso Ariol";46.106105;11.026542
835;"Monte Terlago-Bivio";46.108224;11.03594
836;"Monte Terlago-P.Zza";46.109656;11.037895
837;"Monte Terlago Vallene";46.108947;11.042851
838;"Monte Terlago-H. 2 Laghi";46.112079;11.046119
839;"Cadine";46.088855;11.064513
841;"Trento-Maso Pedrotti";46.07556;11.098223
842;"Trento-Loc. S.Antonio";46.069885;11.100439
843;"Sardagna-Maso Scala";46.069871;11.097749
844;"Sardagna";46.064848;11.09729
845;"Sardagna-Tornante Sp 85";46.071418;11.086984
846;"Candriai";46.065417;11.083408
848;"Centro A.Degasperi";46.059629;11.077756
849;"Vaneze-Bivio Prà Della Fava";46.056968;11.076349
850;"Bolbeno-Bivio";46.034112;10.735532
851;"Zuclo Bivio-Segh. Tonello";46.03851;10.744194
852;"Zuclo Morace Antichità R";46.041911;10.753684
853;"Preore-Loc. Signor";46.044911;10.752913
854;"Ragoli";46.05089;10.776577
855;"Ragoli-Pez";46.05094;10.780061
856;"Zuclo Morace Antichità";46.041984;10.753583
857;"Saone";46.042536;10.766228
858;"Ponte Ragoli-Ss.237 Dir.Sarche";46.050263;10.786769
859;"Ponte Arche-Bel Sit";46.036139;10.864628
861;"Comano Terme";46.041141;10.882865
863;"Padergnone";46.061989;10.989465
865;"Vigolo Baselga-Ss45";46.080844;11.043572
869;"Sarche-Cassa Rurale";46.046415;10.952067
870;"Sarche-Centro Comm.";46.046442;10.952107
871;"Vaneze";46.051918;11.071938
872;"Vaneze-Sp.85";46.051411;11.069391
873;"Vaneze-Norge";46.049242;11.06666
874;"Vaneze-Baita Montesel";46.045839;11.065184
875;"Vaneze-Ex Snack Bar";46.044388;11.060838
877;"Viote";46.021402;11.041172
878;"Vason";46.039193;11.058396
879;"Vaneze-Baita Montesel";46.046329;11.065049
880;"Candriai";46.065443;11.083978
881;"Trento-Loc.Conotter";46.07676;11.099989
884;"Zuclo";46.03416;10.747301
885;"Bolbeno";46.032567;10.737551
889;"Preore Bivio Montagne";46.046119;10.756556
890;"Montagne Cort";46.050723;10.753627
891;"Montagne Larzana";46.058445;10.751304
892;"Montagne Binio";46.065609;10.75514
894;"Zuclo";46.034087;10.747095
895;"Pinzolo";46.157196;10.7644
896;"Fraveggio Bivio";46.078617;10.993865
897;"Lon";46.084137;10.992654
898;"Ciago";46.089243;11.004842
899;"Margone Bivio";46.067428;10.973743
900;"Ranzo";46.06411;10.942541
901;"Margone";46.068219;10.963864
903;"Ciago-Sp. 18 Civ.1";46.089161;11.008008
905;"Margone Bivio";46.06794;10.973813
906;"Lon-Rist. Fior di Roccia";46.084858;10.991606
909;"Borgo Valsugana-C.Intermodale";46.05246;11.463496
910;"Borgo Vals.-Ospedale";46.056441;11.464242
911;"Borgo Vals.-Valli";46.055483;11.469823
912;"Castelnuovo-Malerba";46.053807;11.481145
913;"Castelnuovo";46.052197;11.49428
914;"Strigno-Stazione Fs";46.051474;11.514737
915;"Agnedo-Incrocio";46.051;11.52501
916;"Agnedo";46.052516;11.528682
917;"Agnedo-Via Per Ospedaletto";46.048287;11.531302
918;"Agnedo-Via Per Ospedaletto 8";46.046836;11.542288
919;"Ospedaletto";46.044851;11.550784
920;"Ospedaletto-Ss/F.S.";46.04159;11.54869
921;"Ospedaletto Loc. Barricata";46.036355;11.561032
922;"Ospedaletto-Via Pradenella";46.03387;11.573069
923;"Tollo";46.028363;11.587738
924;"Grigno";46.015036;11.635237
925;"Grigno-Segheria";46.015219;11.636698
926;"Palù di Grigno";46.0073;11.654865
927;"Serafini";46.004039;11.660404
928;"Belvederi di Grigno";46.001081;11.665287
929;"Tezze-Via Masetto Vecchio 16";45.993791;11.670273
930;"Tezze";45.991214;11.671734
931;"Martincelli";45.977982;11.680805
932;"Primolano-Alb.Giardino";45.965203;11.70706
933;"Ospedaletto";46.044687;11.550965
934;"Canezza-Bivio";46.076785;11.275863
935;"Canezza-Loc. Molini";46.076818;11.282744
936;"Canezza-Loc. Pinterhof";46.078874;11.283443
937;"Frassilongo-Maso Pizzi";46.08401;11.290375
938;"Frassilongo-Maso Molinari";46.084562;11.291109
939;"Levico Terme-Autostazione";46.010161;11.298858
940;"Levico T.-Via Avancini";46.008713;11.308628
941;"Barco";46.004584;11.335619
942;"Levico T.-Via Rovigo";46.009118;11.308644
943;"Regnana Biv.-Dopo A.Costalta";46.159984;11.300172
944;"Regnana-Via Redebus 9";46.156251;11.308984
945;"Regnana";46.154104;11.309902
946;"Borgo Vals.-Sp.40";46.051473;11.456467
947;"Olle-Trattoria Alla Croce";46.04159;11.460248
948;"Olle-Via Del Boaletto";46.040761;11.465108
949;"Olle";46.040808;11.464163
950;"Pergine V.-Via Rosmini 19";46.060945;11.232468
951;"Costasavina";46.05811;11.213982
952;"Fornaci di Roncogno";46.064069;11.224112
953;"Roncogno";46.069354;11.20732
954;"Maso Colpi Bivio Via Tiglio";45.997669;11.318198
955;"Maso Colpi Bivio";45.995463;11.319324
956;"S.Giuliana-Civ.41";45.99309;11.311893
957;"S.Giuliana";45.991575;11.315123
958;"S.Mauro";46.125272;11.223917
959;"Valcava";46.206286;11.31197
960;"Svaldi";46.170079;11.301642
961;"Ponte Fersina";46.069816;11.223412
962;"Pergine V.-Viale Dante";46.065908;11.228116
963;"Masetti-Strada Provinciale";46.052647;11.249267
965;"Levico T.-Alb.Miralago";46.014468;11.294593
966;"Levico Terme-Cimitero";46.008855;11.316263
967;"Levico Terme-Sp.228";46.016487;11.330915
968;"Campiello di Levico";46.019576;11.356679
969;"Novaledo";46.022213;11.366074
970;"Novaledo-Via Roati";46.027411;11.374066
971;"Novaledo-Loc.Campregher";46.02934;11.382792
972;"Marter-Loc.Angeli";46.030565;11.388362
973;"Marter-Autoespresso";46.034103;11.394317
974;"Roncegno-Via Ciocca";46.044667;11.406879
975;"Roncegno Terme";46.049671;11.411174
976;"Roncegno-Centro Polisportivo";46.049008;11.421467
977;"Borgo Vals.-Staz. Fs";46.051441;11.454415
978;"Scurelle";46.065058;11.506674
979;"Scurelle-Via 15 Agosto";46.06296;11.514492
980;"Villa";46.057745;11.519774
981;"Strigno-Bivio Ivano Fracena";46.061558;11.523764
983;"Tomaselli";46.068812;11.528258
984;"Tomaselli-Bivio Latini";46.071154;11.536719
985;"Bieno-Via Bettega";46.07532;11.540816
986;"Bieno-Via Lusumina";46.08413;11.550569
987;"Bieno";46.080268;11.553834
988;"Bieno-Via Roma";46.081287;11.55899
989;"Pradellano";46.079566;11.577673
990;"Pradellano-Al Lago";46.076086;11.588456
991;"Pieve Tesino-Passo Forcella";46.070956;11.592248
992;"Pieve Tesino-Case Itea";46.068561;11.605522
993;"Cinte Tesino Bivio";46.066533;11.607625
994;"Cinte Tesino-Stab.Bailo";46.063234;11.609771
996;"Cinte Tesino";46.057645;11.613706
998;"Pieve Tesino";46.068073;11.609935
999;"Castello T.-Loc. Molini";46.070757;11.622036
1000;"Castello T.-Ip";46.068606;11.625943
1001;"Castello T.-Via Baili";46.06429;11.62888
1002;"Castello Tesino";46.064873;11.633294
1003;"Pergine V.-Bivio Susà";46.056775;11.236747
1004;"Pergine Via Al Lago";46.054929;11.235858
1005;"S.Cristoforo Al Lago";46.038778;11.233503
1006;"Valcanover";46.026716;11.229254
1007;"Valcanover-Pizz.Happy Days";46.016696;11.233983
1008;"Calceranica-Bar Floris";46.006556;11.241153
1009;"Calceranica Al Lago";46.003913;11.243293
1010;"Caldonazzo-Via Marconi";45.994597;11.25698
1011;"Caldonazzo";45.993374;11.260641
1012;"Caldonazzo-Via Roma";45.994526;11.270753
1013;"Caldonazzo-Sp. Civ.85/B";45.998136;11.279595
1014;"Levico T.-Rist. Brenta";46.006387;11.291849
1015;"Levico T.-Rist.Brenta";46.006543;11.291893
1016;"Caldonazzo";45.99361;11.260696
1017;"Caldonazzo-V.Marconi";45.995308;11.256569
1018;"Calceranica Al Lago";46.004026;11.243466
1019;"Valcanover";46.02739;11.229319
1020;"S.Cristoforo Al Lago";46.038968;11.233977
1021;"Pergine V.-Via Al Lago Civ 17";46.053382;11.235382
1022;"S.Cristoforo-Bivio Darsena";46.039889;11.23981
1023;"Ischia-Alle Terrazze";46.012667;11.26172
1024;"Brenta Bivio";46.004684;11.274362
1025;"Brenta Bivio";46.004646;11.274916
1026;"Ischia-Alle Terrazze";46.014088;11.260421
1028;"Pergine V.";46.061538;11.237586
1029;"Roveda Bivio";46.086443;11.29381
1030;"Frassilongo";46.089502;11.297433
1031;"Frassilongo-Maso Doss Hecchi";46.092488;11.302722
1032;"Frassilongo-Maso Puech";46.094064;11.304207
1033;"Fierozzo-Loc. Gaigheri";46.096613;11.311683
1034;"S.Francesco";46.100363;11.310541
1035;"S.Felice Fierozzo";46.111159;11.318516
1037;"Pergine V.-Via Regensburger";46.064432;11.242028
1038;"Pergine V.-V.Regensb/Bellini";46.067887;11.23969
1039;"Casalino-Stadio Del Ghiaccio";46.072183;11.235642
1040;"Casalino";46.073686;11.230356
1041;"Vigalzano";46.076931;11.228473
1042;"Vigalzano-Via Del Sgualdi";46.07979;11.226832
1043;"Canzolino-Via Pianezze";46.081871;11.222569
1044;"Canzolino-Scuole";46.083822;11.219086
1046;"Madrano-Alb.Madrano";46.08556;11.214964
1048;"San Martino di Castrozza";46.262152;11.804287
1049;"S.Martino di C.-H.Cristallo";46.258679;11.802423
1050;"Impianti Tognola";46.254704;11.800066
1051;"Valmesta";46.227085;11.80875
1052;"Siror-Birr.Val Serena";46.189864;11.825319
1053;"Siror";46.187088;11.83058
1054;"Tressane";46.179307;11.832565
1055;"Fiera di P. Via Roma 2";46.177663;11.831366
1056;"Fiera di Primiero";46.174311;11.828603
1058;"Sorive";46.160368;11.819909
1059;"Mezzano-Albergo Salgetti";46.156242;11.814595
1060;"Mezzano";46.154591;11.805976
1062;"Imer";46.150662;11.794431
1063;"Masi di Imer";46.145284;11.785768
1066;"Port";46.092965;11.761661
