"LINEA";"CORSA";"ORA_PARTENZA";"ORA_ARRIVO";"average(passengers)"
"(Borgo) Arten-Fiera di P.-S.Martino di Castrozza";"B500550407";"16:10:00";"17:20:00";5.7727272727272725
"(Borgo) Arten-Fiera di P.-S.Martino di Castrozza";"B5005505";"16:10:00";"17:56:00";3.4
"(Borgo) Arten-Fiera di P.-S.Martino di Castrozza";"E500550310";"16:10:00";"17:20:00";3.5555555555555554
"Agordo-Mis-Fiera di Primiero-Siror";"B503760004";"06:44:00";"07:42:00";4.666666666666667
"Agordo-Mis-Fiera di Primiero-Siror";"B503830004";"17:05:00";"18:00:00";13.0
"Agordo-Mis-Fiera di Primiero-Siror";"B503840204";"06:44:00";"07:42:00";4.25
"Agordo-Mis-Fiera di Primiero-Siror";"B504180001";"04:44:00";"05:46:00";5.25
"Agordo-Mis-Fiera di Primiero-Siror";"B504190101";"14:05:00";"15:00:00";41.0
"Agordo-Mis-Fiera di Primiero-Siror";"B504200002";"12:40:00";"13:42:00";10.25
"Agordo-Mis-Fiera di Primiero-Siror";"B5042101";"22:05:00";"23:03:00";40.0
"Aldeno-Nomi-Villa-Rovereto";"B301390107";"06:55:00";"07:28:00";6.5
"Aldeno-Nomi-Villa-Rovereto";"B301410005";"13:10:00";"13:44:00";2.0
"Aldeno-Nomi-Villa-Rovereto";"B301420012";"12:32:00";"13:10:00";1.3333333333333333
"Aldeno-Nomi-Villa-Rovereto";"B3014202";"12:32:00";"13:05:00";1.5
"Aldeno-Nomi-Villa-Rovereto";"B301440008";"18:00:00";"18:33:00";2.6363636363636362
"Aldeno-Nomi-Villa-Rovereto";"B303080007";"13:18:00";"13:56:00";3.4375
"Aldeno-Nomi-Villa-Rovereto";"B303660016";"15:25:00";"15:36:00";3.0
"Aldeno-Nomi-Villa-Rovereto";"B303720010";"15:50:00";"16:07:00";1.0
"Aldeno-Nomi-Villa-Rovereto";"B304170004";"12:45:00";"13:03:00";1.0
"Aldeno-Nomi-Villa-Rovereto";"B304230004";"13:50:00";"14:08:00";2.5
"Aldeno-Nomi-Villa-Rovereto";"B304250010";"17:50:00";"18:08:00";1.5
"Aldeno-Nomi-Villa-Rovereto";"B304300005";"06:53:00";"07:12:00";4.6923076923076925
"Aldeno-Nomi-Villa-Rovereto";"B307970002";"17:12:00";"17:30:00";3.5
"Aldeno-Nomi-Villa-Rovereto";"E301390008";"06:55:00";"07:31:00";1.5
"Aldeno-Nomi-Villa-Rovereto";"E301410005";"13:10:00";"13:44:00";1.0
"Aldeno-Nomi-Villa-Rovereto";"E301420007";"12:30:00";"13:03:00";1.3333333333333333
"Aldeno-Nomi-Villa-Rovereto";"E301440006";"18:00:00";"18:33:00";1.0
"Aldeno-Nomi-Villa-Rovereto";"E303660007";"15:18:00";"15:29:00";2.0
"Aldeno-Nomi-Villa-Rovereto";"E304250004";"17:50:00";"18:08:00";1.0
"Aldeno-Nomi-Villa-Rovereto";"E304300005";"06:53:00";"07:12:00";3.0
"Alpe Pampeago-Cavalese";"B1044501";"07:20:00";"07:27:00";1.0
"Alpe Pampeago-Cavalese";"E100620105";"11:05:00";"11:34:00";2.0
"Alpe Pampeago-Cavalese";"E100620203";"11:37:00";"11:55:00";5.0
"Alpe Pampeago-Cavalese";"E100660107";"08:00:00";"08:40:00";1.0
"Alpe Pampeago-Cavalese";"E100680105";"13:04:00";"13:44:00";4.0
"Alpe Pampeago-Cavalese";"E103910006";"08:45:00";"09:25:00";1.5
"Alpe Pampeago-Cavalese";"E103950006";"13:49:00";"14:29:00";2.5
"Alpe Pampeago-Cavalese";"E103960005";"16:04:00";"16:44:00";3.3333333333333335
"Alpe Pampeago-Cavalese";"E103970005";"16:49:00";"17:29:00";1.0
"Alpe Pampeago-Cavalese";"E103980006";"19:00:00";"19:30:00";1.0
"Alpe Pampeago-Cavalese";"E104330006";"19:33:00";"20:03:00";1.5
"Bedollo-Svaldi";"B400050001";"06:40:00";"06:43:00";1.5
"Bedollo-Svaldi";"B400070001";"07:18:00";"07:21:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"B300540304";"10:07:00";"10:52:00";2.75
"Besagno-Crosano-Corn√®-Saccone";"B300810501";"06:30:00";"06:35:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"B302730004";"13:30:00";"13:54:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"B302910004";"06:15:00";"06:36:00";1.75
"Besagno-Crosano-Corn√®-Saccone";"B30295";"06:55:00";"07:00:00";5.2
"Besagno-Crosano-Corn√®-Saccone";"B303050403";"07:50:00";"08:00:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"B303220005";"10:52:00";"10:58:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"B303240102";"13:13:00";"13:28:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"B303260101";"13:52:00";"14:18:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"B303630002";"15:00:00";"15:12:00";2.0
"Besagno-Crosano-Corn√®-Saccone";"B304490001";"07:50:00";"08:05:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"E302910102";"06:15:00";"06:36:00";1.0
"Besagno-Crosano-Corn√®-Saccone";"E302930301";"13:35:00";"14:01:00";1.5
"Besagno-Crosano-Corn√®-Saccone";"E305450101";"07:45:00";"08:00:00";0.0
"Besagno-Crosano-CornË-Saccone";"B300540304";"10:07:00";"10:52:00";2.5
"Besagno-Crosano-CornË-Saccone";"B3007701";"14:30:00";"14:40:00";1.0
"Besagno-Crosano-CornË-Saccone";"B300810501";"06:30:00";"06:35:00";2.0
"Besagno-Crosano-CornË-Saccone";"B302730004";"13:30:00";"13:54:00";1.5
"Besagno-Crosano-CornË-Saccone";"B302910004";"06:15:00";"06:36:00";1.375
"Besagno-Crosano-CornË-Saccone";"B302930103";"13:30:00";"13:56:00";1.25
"Besagno-Crosano-CornË-Saccone";"B30295";"06:55:00";"07:00:00";5.4
"Besagno-Crosano-CornË-Saccone";"B303220005";"10:52:00";"10:58:00";1.0
"Besagno-Crosano-CornË-Saccone";"B303280308";"17:28:00";"17:48:00";1.0
"Besagno-Crosano-CornË-Saccone";"B303630002";"15:00:00";"15:12:00";1.0
"Besagno-Crosano-CornË-Saccone";"B304490001";"07:50:00";"08:05:00";1.25
"Besagno-Crosano-CornË-Saccone";"B305120001";"14:48:00";"14:56:00";1.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200210303";"18:25:00";"18:39:00";2.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200530002";"06:05:00";"06:34:00";2.323529411764706
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200550002";"07:00:00";"07:29:00";4.96969696969697
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200550103";"07:19:00";"07:54:00";6.4
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200570001";"13:25:00";"13:39:00";2.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200580002";"12:56:00";"13:25:00";3.3333333333333335
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200580102";"12:56:00";"13:25:00";1.4
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200580203";"12:56:00";"13:15:00";9.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B200600003";"18:40:00";"19:09:00";6.666666666666667
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B202100102";"13:48:00";"14:02:00";16.25
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B202120102";"14:33:00";"14:47:00";9.333333333333334
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B202120201";"14:47:00";"15:03:00";1.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B2024501";"07:07:00";"07:36:00";1.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"B204580004";"16:27:00";"16:56:00";10.5
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"E200550002";"07:00:00";"07:29:00";1.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"E200570101";"13:24:00";"13:38:00";2.0
"Bivedo-Cavrasto-S.Croce-Ponte Arche";"E200600002";"18:35:00";"19:04:00";5.0
"Borgo Valsugana - Telve - Torcegno";"B400570002";"06:00:00";"06:20:00";1.2857142857142858
"Borgo Valsugana - Telve - Torcegno";"B400570003";"06:00:00";"06:20:00";1.5
"Borgo Valsugana - Telve - Torcegno";"B400570103";"06:00:00";"06:25:00";2.0
"Borgo Valsugana - Telve - Torcegno";"B400580003";"06:50:00";"07:10:00";1.6
"Borgo Valsugana - Telve - Torcegno";"B400590002";"06:20:00";"06:45:00";4.62962962962963
"Borgo Valsugana - Telve - Torcegno";"B400600002";"07:55:00";"08:15:00";1.2
"Borgo Valsugana - Telve - Torcegno";"B400610002";"07:15:00";"07:40:00";4.5
"Borgo Valsugana - Telve - Torcegno";"B400610102";"07:15:00";"07:40:00";4.5
"Borgo Valsugana - Telve - Torcegno";"B400610201";"07:20:00";"07:35:00";4.090909090909091
"Borgo Valsugana - Telve - Torcegno";"B400630002";"08:20:00";"08:45:00";1.25
"Borgo Valsugana - Telve - Torcegno";"B400660001";"10:50:00";"11:15:00";1.3333333333333333
"Borgo Valsugana - Telve - Torcegno";"B400680005";"12:45:00";"13:10:00";9.6
"Borgo Valsugana - Telve - Torcegno";"B400690002";"11:20:00";"11:40:00";1.0
"Borgo Valsugana - Telve - Torcegno";"B400700003";"13:29:00";"13:49:00";23.666666666666668
"Borgo Valsugana - Telve - Torcegno";"B400710004";"13:15:00";"13:35:00";1.5
"Borgo Valsugana - Telve - Torcegno";"B400720001";"14:28:00";"14:48:00";15.666666666666666
"Borgo Valsugana - Telve - Torcegno";"B400730002";"14:53:00";"15:13:00";1.5
"Borgo Valsugana - Telve - Torcegno";"B400740002";"17:22:00";"17:47:00";6.4
"Borgo Valsugana - Telve - Torcegno";"B400750003";"17:52:00";"18:12:00";1.4
"Borgo Valsugana - Telve - Torcegno";"B400760001";"19:05:00";"19:25:00";2.0
"Borgo Valsugana - Telve - Torcegno";"B404700004";"16:30:00";"16:55:00";5.75
"Borgo Valsugana - Telve - Torcegno";"E400570003";"06:00:00";"06:25:00";1.75
"Borgo Valsugana - Telve - Torcegno";"E400580002";"06:50:00";"07:10:00";1.0
"Borgo Valsugana - Telve - Torcegno";"E400610002";"07:15:00";"07:40:00";1.3333333333333333
"Borgo Valsugana - Telve - Torcegno";"E400630003";"08:20:00";"08:45:00";1.8
"Borgo Valsugana - Telve - Torcegno";"E400660001";"10:50:00";"11:15:00";1.0
"Borgo Valsugana - Telve - Torcegno";"E400680004";"12:35:00";"13:00:00";1.0
"Borgo Valsugana - Telve - Torcegno";"E400710003";"13:20:00";"13:45:00";9.0
"Borgo Valsugana - Telve - Torcegno";"E400720001";"14:25:00";"14:45:00";4.0
"Borgo Valsugana - Telve - Torcegno";"E400730002";"14:45:00";"15:05:00";1.0
"Borgo Valsugana - Telve - Torcegno";"E400740004";"17:20:00";"17:45:00";2.5
"Borgo Valsugana - Telve - Torcegno";"E400750003";"17:50:00";"18:10:00";1.0
"Borgo Valsugana - Telve - Torcegno";"E400760001";"19:05:00";"19:25:00";1.0
"Borgo Valsugana-Arten-Feltre";"B401630004";"06:30:00";"07:15:00";3.6176470588235294
"Borgo Valsugana-Arten-Feltre";"B401910004";"07:23:00";"07:40:00";6.722222222222222
"Borgo Valsugana-Arten-Feltre";"B401910204";"06:55:00";"07:35:00";3.925925925925926
"Borgo Valsugana-Arten-Feltre";"B401950005";"13:30:00";"14:15:00";1.4705882352941178
"Borgo Valsugana-Arten-Feltre";"B401970004";"14:30:00";"15:15:00";1.2857142857142858
"Borgo Valsugana-Arten-Feltre";"B500370001";"13:15:00";"14:19:00";8.5
"Borgo Valsugana-Arten-Feltre";"B500460115";"09:20:00";"10:11:00";5.333333333333333
"Borgo Valsugana-Arten-Feltre";"B500480113";"14:30:00";"15:05:00";11.0
"Borgo Valsugana-Arten-Feltre";"B500500410";"16:10:00";"16:59:00";13.333333333333334
"Borgo Valsugana-Arten-Feltre";"B500520114";"18:20:00";"19:11:00";11.5
"Borgo Valsugana-Arten-Feltre";"B500530407";"13:15:00";"14:19:00";10.666666666666666
"Borgo Valsugana-Arten-Feltre";"B500680211";"11:21:00";"12:12:00";4.333333333333333
"Borgo Valsugana-Arten-Feltre";"B50072";"16:59:00";"17:37:00";4.5
"Borgo Valsugana-Arten-Feltre";"B50072";"16:59:00";"17:53:00";1.0
"Borgo Valsugana-Arten-Feltre";"B5007203";"16:59:00";"17:57:00";4.333333333333333
"Borgo Valsugana-Arten-Feltre";"B50075";"08:06:00";"09:01:00";6.333333333333333
"Borgo Valsugana-Arten-Feltre";"B500750301";"07:15:00";"08:06:00";10.818181818181818
"Borgo Valsugana-Arten-Feltre";"B5007701";"08:15:00";"09:06:00";6.5
"Borgo Valsugana-Arten-Feltre";"B500770301";"08:15:00";"09:06:00";1.3333333333333333
"Borgo Valsugana-Arten-Feltre";"B50079";"10:25:00";"11:16:00";2.2857142857142856
"Borgo Valsugana-Arten-Feltre";"B50083";"15:45:00";"16:01:00";3.75
"Borgo Valsugana-Arten-Feltre";"B50083";"16:01:00";"16:36:00";18.0
"Borgo Valsugana-Arten-Feltre";"B500850001";"17:00:00";"17:16:00";8.666666666666666
"Borgo Valsugana-Arten-Feltre";"B500850001";"17:21:00";"18:05:00";22.0
"Borgo Valsugana-Arten-Feltre";"B500850002";"17:00:00";"17:16:00";5.25
"Borgo Valsugana-Arten-Feltre";"B500850002";"17:21:00";"18:13:00";4.5
"Borgo Valsugana-Arten-Feltre";"B5008501";"17:00:00";"17:16:00";8.5
"Borgo Valsugana-Arten-Feltre";"B5036101";"08:10:00";"08:25:00";2.0
"Borgo Valsugana-Arten-Feltre";"B504760006";"06:25:00";"08:00:00";4.5625
"Borgo Valsugana-Arten-Feltre";"E401630004";"06:30:00";"07:15:00";1.375
"Borgo Valsugana-Arten-Feltre";"E401950005";"13:30:00";"14:15:00";1.0
"Borgo Valsugana-Arten-Feltre";"E5003702";"13:05:00";"13:21:00";2.0
"Borgo Valsugana-Arten-Feltre";"E500460106";"09:20:00";"10:11:00";2.0
"Borgo Valsugana-Arten-Feltre";"E500480107";"14:15:00";"15:08:00";5.0
"Borgo Valsugana-Arten-Feltre";"E500500107";"16:10:00";"16:59:00";9.0
"Borgo Valsugana-Arten-Feltre";"E500500107";"16:59:00";"17:53:00";1.0
"Borgo Valsugana-Arten-Feltre";"E500520405";"18:20:00";"19:11:00";2.0
"Borgo Valsugana-Arten-Feltre";"E500680106";"11:20:00";"12:12:00";4.0
"Borgo Valsugana-Arten-Feltre";"E500750001";"07:15:00";"08:06:00";2.75
"Borgo Valsugana-Arten-Feltre";"E500750001";"08:06:00";"09:01:00";4.25
"Borgo Valsugana-Arten-Feltre";"E50077";"08:15:00";"09:06:00";1.3333333333333333
"Borgo Valsugana-Arten-Feltre";"E50079";"10:25:00";"11:16:00";1.0
"Borgo Valsugana-Arten-Feltre";"E50085";"17:00:00";"17:16:00";3.0
"Borgo Valsugana-Arten-Feltre";"E50085";"17:21:00";"17:56:00";4.0
"Bosco - S.Agnese - Civezzano";"B101130002";"13:45:00";"14:05:00";1.1111111111111112
"Bosco - S.Agnese - Civezzano";"B101150002";"15:10:00";"15:30:00";1.0
"Bosco - S.Agnese - Civezzano";"B101170001";"16:45:00";"17:00:00";1.3333333333333333
"Bosco - S.Agnese - Civezzano";"B101230002";"18:35:00";"18:55:00";2.0
"Bosco - S.Agnese - Civezzano";"B101260105";"19:30:00";"20:20:00";2.3333333333333335
"Bosco - S.Agnese - Civezzano";"B1015303";"07:00:00";"07:08:00";10.5
"Bosco - S.Agnese - Civezzano";"B101530301";"06:59:00";"07:08:00";8.333333333333334
"Bosco - S.Agnese - Civezzano";"B102150103";"06:49:00";"07:05:00";9.0
"Bosco - S.Agnese - Civezzano";"B102150203";"06:35:00";"07:04:00";5.72
"Bosco - S.Agnese - Civezzano";"B102170002";"09:10:00";"09:30:00";1.25
"Bosco - S.Agnese - Civezzano";"B102280002";"12:45:00";"13:15:00";14.666666666666666
"Bosco - S.Agnese - Civezzano";"B102300002";"13:40:00";"14:10:00";14.0
"Bosco - S.Agnese - Civezzano";"B102360002";"18:00:00";"18:30:00";8.0
"Bosco - S.Agnese - Civezzano";"B102400002";"10:40:00";"11:10:00";1.0
"Bosco - S.Agnese - Civezzano";"B102460003";"17:05:00";"17:35:00";3.3333333333333335
"Bosco - S.Agnese - Civezzano";"B102480002";"19:50:00";"20:20:00";5.333333333333333
"Bosco - S.Agnese - Civezzano";"B103270002";"11:15:00";"11:35:00";1.0
"Bosco - S.Agnese - Civezzano";"B103830103";"07:50:00";"08:25:00";1.2307692307692308
"Bosco - S.Agnese - Civezzano";"E101130002";"13:35:00";"14:05:00";1.0
"Bosco - S.Agnese - Civezzano";"E101150002";"15:10:00";"15:30:00";1.0
"Bosco - S.Agnese - Civezzano";"E101170002";"16:40:00";"17:00:00";1.0
"Bosco - S.Agnese - Civezzano";"E101230002";"18:35:00";"18:55:00";2.0
"Bosco - S.Agnese - Civezzano";"E102150102";"06:35:00";"07:04:00";1.25
"Bosco - S.Agnese - Civezzano";"E102170003";"09:10:00";"09:30:00";1.5
"Bosco - S.Agnese - Civezzano";"E102280002";"12:40:00";"13:10:00";1.0
"Bosco - S.Agnese - Civezzano";"E102360002";"18:00:00";"18:30:00";1.0
"Bosco - S.Agnese - Civezzano";"E102420002";"11:35:00";"12:05:00";1.0
"Bosco - S.Agnese - Civezzano";"E102460002";"17:00:00";"17:30:00";2.0
"Bosco - S.Agnese - Civezzano";"E102480002";"19:50:00";"20:20:00";3.0
"Bosco - S.Agnese - Civezzano";"E103270002";"11:15:00";"11:35:00";1.0
"Bosco - S.Agnese - Civezzano";"E103270101";"11:15:00";"11:54:00";1.0
"Bosco - S.Agnese - Civezzano";"E103830002";"07:55:00";"08:25:00";1.3333333333333333
"Brione - Condino";"B20446";"14:10:00";"14:25:00";1.0
"Brione - Condino";"B204480001";"13:14:00";"13:28:00";1.0
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B500200303";"18:00:00";"18:47:00";3.4
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B503430004";"16:29:00";"16:47:00";1.3333333333333333
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B503450005";"06:50:00";"07:10:00";1.6153846153846154
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B503450304";"06:25:00";"06:50:00";1.1428571428571428
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B503470107";"06:55:00";"07:40:00";3.263157894736842
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B503700104";"13:12:00";"13:49:00";1.5
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B503700104";"13:19:00";"13:49:00";1.0
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"B503720404";"17:00:00";"17:20:00";5.0
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"E500540107";"08:30:00";"09:25:00";1.6
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"E500600107";"15:35:00";"16:30:00";1.5
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"E501210007";"17:05:00";"18:00:00";1.5
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"E503770107";"14:25:00";"15:20:00";2.8333333333333335
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"E503780005";"10:37:00";"11:32:00";3.0
"Calaita-Gobbera-Totoga-Imer-Fiera di Primiero";"E503790005";"09:28:00";"10:03:00";1.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"B205530001";"07:10:00";"07:38:00";1.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"B205540001";"12:35:00";"13:00:00";2.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"B205550001";"13:15:00";"13:39:00";1.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"B205560001";"13:40:00";"14:00:00";1.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"B205570001";"14:10:00";"14:34:00";1.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"B205580001";"18:10:00";"18:40:00";1.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"E205530001";"07:10:00";"07:34:00";1.0
"Campi-Pranzo-Deva-S.Giacomo-Riva";"E205540001";"12:35:00";"13:00:00";1.6666666666666667
"Campi-Pranzo-Deva-S.Giacomo-Riva";"E205550001";"13:15:00";"13:39:00";1.5
"Caoria-Totoga-Imer-Fiera di Primiero";"B503700204";"13:00:00";"13:19:00";4.714285714285714
"Caoria-Totoga-Imer-Fiera di Primiero";"B503700204";"13:20:00";"13:35:00";1.0
"Caoria-Totoga-Imer-Fiera di Primiero";"B503810006";"18:00:00";"18:36:00";3.3333333333333335
"Caoria-Totoga-Imer-Fiera di Primiero";"B503840004";"06:15:00";"06:44:00";2.4
"Caoria-Totoga-Imer-Fiera di Primiero";"B503840004";"06:27:00";"06:44:00";3.5
"Caoria-Totoga-Imer-Fiera di Primiero";"B503910009";"08:05:00";"08:25:00";1.0
"Caoria-Totoga-Imer-Fiera di Primiero";"B503910010";"08:04:00";"08:25:00";1.5
"Caoria-Totoga-Imer-Fiera di Primiero";"E501150201";"08:07:00";"08:29:00";3.6666666666666665
"Caoria-Totoga-Imer-Fiera di Primiero";"E504010003";"09:12:00";"09:44:00";3.0
"Caoria-Totoga-Imer-Fiera di Primiero";"E504070003";"08:35:00";"09:09:00";3.25
"Caoria-Totoga-Imer-Fiera di Primiero";"E504110004";"16:45:00";"17:17:00";4.0
"Caoria-Totoga-Imer-Fiera di Primiero";"E504190004";"17:20:00";"17:52:00";1.0
"Capriana-Faver-Cembra-Verla-S.Michele";"B101850004";"15:50:00";"17:09:00";20.0
"Capriana-Faver-Cembra-Verla-S.Michele";"B104430301";"06:21:00";"06:30:00";1.0
"Capriana-Faver-Cembra-Verla-S.Michele";"B106400008";"07:05:00";"08:15:00";2.888888888888889
"Capriana-Faver-Cembra-Verla-S.Michele";"B106400010";"07:05:00";"08:15:00";3.3333333333333335
"Capriana-Faver-Cembra-Verla-S.Michele";"B106400103";"07:23:00";"08:15:00";3.3333333333333335
"Castellano-Villa-Marco";"B804270006";"07:09:00";"07:34:00";1.0
"Castellano-Villa-Marco";"B804290011";"06:45:00";"07:31:00";4.25
"Castellano-Villa-Marco";"B804380003";"13:21:00";"14:13:00";3.0
"Castellano-Villa-Marco";"B804380003";"13:21:00";"14:18:00";5.333333333333333
"Castellano-Villa-Marco";"E80602";"07:32:00";"07:52:00";1.0
"Castellano-Villa-Marco";"E806050001";"09:27:00";"09:55:00";1.0
"Castellano-Villa-Marco";"E80608";"12:47:00";"13:07:00";1.0
"Castellano-Villa-Marco";"E80609";"12:27:00";"12:46:00";2.0
"Castellano-Villa-Marco";"E8061401";"15:37:00";"15:57:00";2.5
"Castellano-Villa-Marco";"E806150001";"14:57:00";"15:16:00";3.0
"Castellano-Villa-Marco";"E806160001";"17:40:00";"18:09:00";1.0
"Castellano-Villa-Marco";"E806170001";"17:07:00";"17:35:00";3.0
"Cavalese - Capriana - Cembra - Trento";"B100490104";"07:22:00";"07:32:00";4.111111111111111
"Cavalese - Capriana - Cembra - Trento";"B101310009";"06:00:00";"07:30:00";5.137931034482759
"Cavalese - Capriana - Cembra - Trento";"B101310009";"06:30:00";"07:30:00";6.75
"Cavalese - Capriana - Cembra - Trento";"B101310009";"06:39:00";"07:30:00";6.333333333333333
"Cavalese - Capriana - Cembra - Trento";"B101310009";"06:50:00";"07:30:00";17.4
"Cavalese - Capriana - Cembra - Trento";"B101310503";"06:43:00";"07:19:00";7.454545454545454
"Cavalese - Capriana - Cembra - Trento";"B101310603";"06:20:00";"06:30:00";1.0
"Cavalese - Capriana - Cembra - Trento";"B101330007";"06:38:00";"07:49:00";3.7
"Cavalese - Capriana - Cembra - Trento";"B101330007";"07:04:00";"07:49:00";3.9473684210526314
"Cavalese - Capriana - Cembra - Trento";"B101340006";"05:40:00";"06:10:00";1.6666666666666667
"Cavalese - Capriana - Cembra - Trento";"B1013401";"07:02:00";"07:30:00";3.5454545454545454
"Cavalese - Capriana - Cembra - Trento";"B101350013";"06:42:00";"07:55:00";1.9047619047619047
"Cavalese - Capriana - Cembra - Trento";"B101350013";"07:57:00";"08:47:00";3.7058823529411766
"Cavalese - Capriana - Cembra - Trento";"B101350013";"08:14:00";"08:47:00";12.5
"Cavalese - Capriana - Cembra - Trento";"B101360006";"07:05:00";"07:36:00";5.3125
"Cavalese - Capriana - Cembra - Trento";"B101370008";"08:36:00";"09:47:00";4.294117647058823
"Cavalese - Capriana - Cembra - Trento";"B101370108";"08:36:00";"09:47:00";2.625
"Cavalese - Capriana - Cembra - Trento";"B101380014";"07:05:00";"07:52:00";2.2941176470588234
"Cavalese - Capriana - Cembra - Trento";"B101380014";"07:57:00";"09:12:00";1.7777777777777777
"Cavalese - Capriana - Cembra - Trento";"B101390006";"11:10:00";"11:41:00";2.0
"Cavalese - Capriana - Cembra - Trento";"B101400005";"11:20:00";"12:32:00";7.125
"Cavalese - Capriana - Cembra - Trento";"B101410102";"13:28:00";"14:24:00";2.5925925925925926
"Cavalese - Capriana - Cembra - Trento";"B101420111";"12:20:00";"13:59:00";4.52
"Cavalese - Capriana - Cembra - Trento";"B101420111";"13:59:00";"14:30:00";1.0
"Cavalese - Capriana - Cembra - Trento";"B101420404";"12:20:00";"14:20:00";2.4
"Cavalese - Capriana - Cembra - Trento";"B1014212";"12:20:00";"13:17:00";5.615384615384615
"Cavalese - Capriana - Cembra - Trento";"B101430014";"12:45:00";"13:16:00";5.6
"Cavalese - Capriana - Cembra - Trento";"B101430014";"13:16:00";"14:44:00";2.2
"Cavalese - Capriana - Cembra - Trento";"B101450005";"13:50:00";"14:20:00";16.0
"Cavalese - Capriana - Cembra - Trento";"B101460006";"13:15:00";"14:30:00";3.6666666666666665
"Cavalese - Capriana - Cembra - Trento";"B101460006";"13:15:00";"14:37:00";4.421052631578948
"Cavalese - Capriana - Cembra - Trento";"B101460006";"13:18:00";"13:56:00";6.0
"Cavalese - Capriana - Cembra - Trento";"B101460006";"13:18:00";"14:11:00";4.909090909090909
"Cavalese - Capriana - Cembra - Trento";"B101470012";"17:15:00";"18:11:00";1.6666666666666667
"Cavalese - Capriana - Cembra - Trento";"B101470012";"18:11:00";"19:02:00";1.75
"Cavalese - Capriana - Cembra - Trento";"B101470013";"17:15:00";"18:11:00";2.0
"Cavalese - Capriana - Cembra - Trento";"B101470013";"18:11:00";"19:02:00";2.6666666666666665
"Cavalese - Capriana - Cembra - Trento";"B101470103";"16:58:00";"17:05:00";5.0
"Cavalese - Capriana - Cembra - Trento";"B101470201";"17:05:00";"17:14:00";2.0
"Cavalese - Capriana - Cembra - Trento";"B1014708";"17:15:00";"18:11:00";1.5
"Cavalese - Capriana - Cembra - Trento";"B1014708";"18:11:00";"19:02:00";2.3333333333333335
"Cavalese - Capriana - Cembra - Trento";"B1014709";"17:00:00";"19:02:00";2.1666666666666665
"Cavalese - Capriana - Cembra - Trento";"B101480007";"16:50:00";"18:02:00";9.714285714285714
"Cavalese - Capriana - Cembra - Trento";"B101480101";"16:50:00";"17:37:00";13.0
"Cavalese - Capriana - Cembra - Trento";"B101490007";"19:14:00";"19:30:00";1.0
"Cavalese - Capriana - Cembra - Trento";"B101520114";"17:20:00";"18:09:00";7.0
"Cavalese - Capriana - Cembra - Trento";"B101520114";"18:12:00";"19:08:00";1.1111111111111112
"Cavalese - Capriana - Cembra - Trento";"B101520209";"17:20:00";"19:19:00";4.857142857142857
"Cavalese - Capriana - Cembra - Trento";"B101540006";"17:45:00";"18:57:00";5.384615384615385
