"LINEA";"CORSA";"ORA_PARTENZA";"ORA_ARRIVO";"average(passengers)"
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02255";"10:37:00";"10:52:00";1.75
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02256";"11:31:00";"11:52:00";2.5384615384615383
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02256";"11:37:00";"11:52:00";1.6666666666666667
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02257";"12:31:00";"12:52:00";1.5
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02257";"12:37:00";"12:52:00";2.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02258LV";"13:31:00";"13:54:00";1.6666666666666667
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02258LV";"13:37:00";"13:54:00";1.3333333333333333
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02258SA";"13:37:00";"13:52:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02259";"14:31:00";"14:52:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02259";"14:37:00";"14:52:00";1.7142857142857142
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02260";"15:31:00";"15:52:00";2.8
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02260";"15:37:00";"15:52:00";3.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02261";"16:31:00";"16:52:00";1.9090909090909092
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02261";"16:37:00";"16:52:00";1.3333333333333333
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02262LV";"17:31:00";"17:52:00";2.125
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02262LV";"17:37:00";"17:52:00";2.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02262SA";"17:37:00";"17:52:00";2.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02263";"18:31:00";"18:52:00";1.7142857142857142
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02263";"18:37:00";"18:52:00";4.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02264";"19:31:00";"19:52:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02265";"20:31:00";"20:52:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02265";"20:37:00";"20:52:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02c01";"22:08:00";"22:16:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02c51";"22:18:00";"22:27:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02d01";"23:08:00";"23:16:00";1.0
"T-02 Vela - P.Dante - Osp.S.Chiara - P.Dante -Vela";"T02d51";"23:18:00";"23:27:00";4.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03101";"08:26:00";"09:08:00";2.125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03102";"10:26:00";"11:08:00";1.6363636363636365
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03103";"12:26:00";"13:08:00";4.125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03104";"14:26:00";"15:08:00";2.9285714285714284
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03105";"16:26:00";"17:08:00";2.4285714285714284
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03106";"18:26:00";"19:08:00";3.5
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03151";"09:27:00";"10:08:00";3.111111111111111
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03152";"11:27:00";"12:08:00";2.6
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03153";"13:27:00";"14:08:00";3.6666666666666665
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03154";"15:27:00";"16:08:00";3.272727272727273
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03155";"17:27:00";"18:08:00";4.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03156";"19:27:00";"20:08:00";3.7
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03201";"06:56:00";"07:38:00";2.4
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03202";"08:56:00";"09:38:00";2.2222222222222223
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03203";"10:56:00";"11:38:00";2.5
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03204";"12:56:00";"13:38:00";2.8
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03205";"14:56:00";"15:38:00";2.933333333333333
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03206";"16:56:00";"17:38:00";3.3076923076923075
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03207";"18:56:00";"19:38:00";2.5
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03251";"07:57:00";"08:38:00";1.8333333333333333
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03252";"09:57:00";"10:38:00";2.1
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03253";"11:57:00";"12:38:00";2.8333333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03254";"13:57:00";"14:38:00";4.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03255";"15:57:00";"16:38:00";5.222222222222222
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03256";"17:57:00";"18:38:00";2.4
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03301";"07:26:00";"08:08:00";1.8888888888888888
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03302";"09:26:00";"10:08:00";2.4
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03303";"11:26:00";"12:08:00";3.6666666666666665
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03304";"13:26:00";"14:08:00";2.5833333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03305";"15:26:00";"16:08:00";2.7142857142857144
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03306";"17:26:00";"18:08:00";4.166666666666667
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03307";"19:26:00";"20:08:00";2.5714285714285716
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03308";"21:26:00";"22:08:00";2.5454545454545454
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03351";"08:27:00";"09:08:00";3.2
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03352";"10:27:00";"11:08:00";3.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03353";"12:27:00";"13:08:00";3.5
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03354";"14:27:00";"15:08:00";3.1538461538461537
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03355";"16:27:00";"17:08:00";4.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03356";"18:27:00";"19:08:00";3.7
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03357";"20:27:00";"21:08:00";4.571428571428571
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03358";"22:14:00";"22:53:00";3.3333333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03401";"06:14:00";"06:53:00";1.375
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03402";"07:56:00";"08:38:00";1.875
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03403";"09:56:00";"10:38:00";1.9230769230769231
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03404";"11:56:00";"12:38:00";2.8333333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03405";"13:56:00";"14:38:00";3.4
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03406";"15:56:00";"16:38:00";2.1666666666666665
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03407";"17:56:00";"18:38:00";2.6666666666666665
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03408";"19:56:00";"20:38:00";2.3
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03451";"06:57:00";"07:38:00";1.2
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03452";"08:57:00";"09:38:00";3.75
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03453";"10:57:00";"11:38:00";4.625
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03454";"12:57:00";"13:38:00";2.857142857142857
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03455";"14:57:00";"15:38:00";3.2
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03456";"16:57:00";"17:38:00";5.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03457";"18:57:00";"19:38:00";6.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"F03a01";"23:05:00";"23:23:00";6.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03b01s6";"07:27:00";"08:03:00";1.9473684210526316
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03d51s5";"16:14:00";"16:28:00";4.142857142857143
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03f01s6";"07:07:00";"07:48:00";2.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03g01s6";"07:02:00";"07:43:00";2.5833333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03i51s5";"16:50:00";"17:23:00";2.625
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03j01s5";"12:18:00";"12:45:00";2.7
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03j51s5";"13:00:00";"13:36:00";4.8
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03k02s6";"08:11:00";"08:30:00";3.3125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03k51s6";"07:16:00";"07:48:00";3.3125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03l01s6";"13:17:00";"13:44:00";1.2857142857142858
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03lv1s5";"13:09:00";"13:17:00";2.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03n01s5";"12:53:00";"13:17:00";5.333333333333333
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03n51s5";"13:27:00";"13:55:00";1.5
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03p51s5";"12:12:00";"12:39:00";8.666666666666666
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03p52s5";"13:05:00";"13:12:00";1.5
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03q02s5";"12:26:00";"12:57:00";1.7142857142857142
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03q51s5";"12:07:00";"12:22:00";1.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03q52s5";"13:05:00";"13:49:00";3.3
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03qv3sS";"13:41:00";"13:46:00";1.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03r01s6";"07:12:00";"07:57:00";1.6296296296296295
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03r51s6";"08:12:00";"08:40:00";2.076923076923077
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03t01s5";"07:01:00";"07:32:00";3.9411764705882355
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03t51s5";"07:42:00";"08:10:00";2.7777777777777777
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03u01s5";"07:11:00";"07:42:00";2.85
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03u51s5";"07:57:00";"08:25:00";3.125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03x01s5";"12:06:00";"12:30:00";4.461538461538462
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"S03y51s5";"07:35:00";"07:59:00";2.4285714285714284
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"SAS201s6";"07:26:00";"07:52:00";7.611111111111111
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03101";"05:11:00";"05:50:00";2.409090909090909
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03101";"06:04:00";"06:52:00";1.5555555555555556
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03102";"07:17:00";"08:02:00";2.6744186046511627
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03102";"08:02:00";"08:47:00";3.0384615384615383
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03103";"09:14:00";"10:02:00";2.5789473684210527
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03103";"10:02:00";"10:47:00";2.5294117647058822
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03104";"11:17:00";"12:02:00";2.4838709677419355
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03104";"12:02:00";"12:47:00";1.588235294117647
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03105";"13:17:00";"14:02:00";2.5
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03105LV";"14:02:00";"14:47:00";1.6818181818181819
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03106";"15:17:00";"16:02:00";2.6363636363636362
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03106LV";"16:02:00";"16:47:00";1.9444444444444444
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03107";"17:17:00";"18:02:00";3.0526315789473686
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03107LV";"18:02:00";"18:47:00";1.9444444444444444
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03108";"19:17:00";"20:02:00";1.8333333333333333
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03108LV";"20:02:00";"20:47:00";1.2857142857142858
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03109";"21:21:00";"22:03:00";2.3076923076923075
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03110";"23:21:00";"00:03:00";1.8095238095238095
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03151";"06:22:00";"07:10:00";1.8571428571428572
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03151";"07:07:00";"07:55:00";2.4545454545454546
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03152";"08:22:00";"09:10:00";2.586206896551724
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03152";"09:07:00";"09:55:00";3.736842105263158
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03153";"10:22:00";"11:10:00";4.035714285714286
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03153";"11:07:00";"11:55:00";3.7777777777777777
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03154";"12:22:00";"13:10:00";6.368421052631579
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03154";"13:07:00";"13:55:00";2.4705882352941178
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03155";"14:22:00";"15:10:00";3.2222222222222223
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03155LV";"15:07:00";"15:55:00";2.45
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03156";"16:22:00";"17:14:00";3.8
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03156LV";"17:07:00";"17:55:00";3.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03157";"18:22:00";"19:14:00";3.606060606060606
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03157LV";"19:07:00";"19:55:00";1.5384615384615385
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03158";"20:22:00";"21:10:00";3.0555555555555554
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03159";"22:24:00";"23:05:00";2.888888888888889
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03160";"00:04:00";"00:32:00";1.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03201";"06:20:00";"07:05:00";2.142857142857143
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03202";"07:32:00";"08:17:00";2.630434782608696
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03202";"08:19:00";"09:07:00";2.92
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03203";"09:32:00";"10:17:00";3.1555555555555554
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03203";"10:19:00";"11:07:00";3.45
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03204";"11:32:00";"12:17:00";2.53125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03204";"12:22:00";"13:07:00";3.5625
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03205";"14:19:00";"15:07:00";2.6470588235294117
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03205LV";"13:32:00";"14:17:00";2.3
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03206";"16:22:00";"17:07:00";2.5555555555555554
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03206LV";"15:32:00";"16:17:00";3.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03207";"18:22:00";"19:07:00";1.9444444444444444
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03207LV";"17:32:00";"18:17:00";2.55
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03208";"20:22:00";"21:07:00";1.6666666666666667
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03208LV";"19:32:00";"20:20:00";2.2666666666666666
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03209";"22:21:00";"23:03:00";1.25
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03251";"06:32:00";"07:25:00";1.5555555555555556
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03251";"07:27:00";"08:15:00";1.7647058823529411
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03252";"08:37:00";"09:25:00";2.7777777777777777
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03252";"09:27:00";"10:15:00";2.8333333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03253";"10:37:00";"11:25:00";3.217391304347826
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03253";"11:27:00";"12:15:00";2.375
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03254";"12:37:00";"13:25:00";2.9583333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03254";"13:27:00";"14:15:00";3.210526315789474
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03255";"15:27:00";"16:19:00";2.142857142857143
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03255LV";"14:37:00";"15:25:00";2.65
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03256";"17:27:00";"18:15:00";3.466666666666667
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03256LV";"16:37:00";"17:25:00";5.25
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03257";"19:27:00";"20:19:00";1.375
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03257LV";"18:37:00";"19:25:00";2.090909090909091
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03258";"21:24:00";"22:05:00";1.8
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03259";"23:24:00";"00:05:00";1.3636363636363635
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03301";"05:52:00";"06:37:00";1.7619047619047619
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03301";"06:44:00";"07:32:00";2.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03302";"07:47:00";"08:32:00";3.235294117647059
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03302";"08:42:00";"09:27:00";2.272727272727273
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03303";"09:47:00";"10:32:00";2.8
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03303";"10:42:00";"11:27:00";2.2
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03304";"11:47:00";"12:32:00";1.8
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03304LV";"12:42:00";"13:27:00";2.3076923076923075
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03305";"13:47:00";"14:32:00";3.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03305LV";"14:42:00";"15:27:00";2.263157894736842
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03306";"15:47:00";"16:32:00";3.311111111111111
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03306LV";"16:42:00";"17:27:00";2.5625
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03307";"17:47:00";"18:32:00";3.1176470588235294
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03307LV";"18:42:00";"19:27:00";2.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03308";"19:47:00";"20:32:00";2.9
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03308LV";"20:51:00";"21:33:00";1.588235294117647
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03309";"21:51:00";"22:33:00";1.608695652173913
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03309LV";"22:41:00";"23:05:00";1.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03351";"06:50:00";"07:38:00";3.111111111111111
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03351";"07:47:00";"08:35:00";2.142857142857143
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03352";"08:52:00";"09:40:00";2.925925925925926
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03352";"09:47:00";"10:35:00";3.4761904761904763
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03353";"10:52:00";"11:44:00";4.125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03353LV";"11:47:00";"12:35:00";2.8461538461538463
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03354";"12:52:00";"13:40:00";3.5217391304347827
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03354LV";"13:47:00";"14:35:00";1.894736842105263
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03355";"14:52:00";"15:40:00";3.4146341463414633
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03355LV";"15:47:00";"16:35:00";2.857142857142857
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03356";"16:52:00";"17:40:00";3.6666666666666665
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03356LV";"17:47:00";"18:35:00";2.642857142857143
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03357";"18:52:00";"19:40:00";4.083333333333333
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03357LV";"19:47:00";"20:35:00";1.9090909090909092
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03358";"20:54:00";"21:35:00";3.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03358LV";"21:54:00";"22:35:00";2.4444444444444446
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03359";"22:54:00";"23:35:00";2.7777777777777777
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T033v1";"06:24:00";"06:44:00";6.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03401";"06:04:00";"06:52:00";1.9444444444444444
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03401";"07:02:00";"07:47:00";2.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03402";"08:02:00";"08:47:00";3.2790697674418605
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03402";"09:02:00";"09:47:00";3.7586206896551726
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03403";"10:02:00";"10:47:00";2.441860465116279
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03403";"11:02:00";"11:47:00";3.4545454545454546
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03404";"12:02:00";"12:47:00";2.3225806451612905
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03404";"13:02:00";"13:47:00";3.25
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03405";"15:02:00";"15:47:00";2.8
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03405LV";"14:02:00";"14:47:00";2.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03406";"17:02:00";"17:47:00";2.5454545454545454
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03406LV";"16:02:00";"16:47:00";3.125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03407";"19:02:00";"19:47:00";2.176470588235294
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03407LV";"18:02:00";"18:47:00";2.8333333333333335
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03408";"21:21:00";"22:03:00";2.1
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03409";"23:13:00";"23:55:00";2.125
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03451";"07:07:00";"07:55:00";2.8275862068965516
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03451";"08:07:00";"08:55:00";1.7894736842105263
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03452";"09:07:00";"09:55:00";3.0
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03452";"10:07:00";"10:55:00";4.1
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03453";"11:07:00";"11:55:00";3.7
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03453";"12:07:00";"12:55:00";2.823529411764706
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03454";"13:07:00";"13:55:00";3.5625
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03454";"14:07:00";"14:55:00";2.066666666666667
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03455";"16:07:00";"16:55:00";2.1176470588235294
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03455LV";"15:07:00";"15:55:00";3.466666666666667
"T-03 Cortesano - Gardolo - P.Dante - Villazzano 3";"T03456";"18:07:00";"18:59:00";1.8125
